SKU,QTY
PEP-DH-250s,2
PEP-BP-250s,2
COR-RC-1lb,2
PUM-LP-1/4lb,2
GRE-TA-1lb,2
PEA-CA-5lb,2
TOM-SH-250s,2
PEP-MP-1Ms,2
CLB-LS-500s,2
SMA-SA-5Ms,2
LET-TB-1oz,2
PEP-TM-250s,2
CAU-PR-1oz,2
LET-AY-1/4oz,2
GRE-MZ-1/4lb,2
PEP-OK-250s,2
SMA-BT-1Ms,2
LET-CI-1oz,2
PEP-CZ-250s,2
PEP-PM-1Ms,2
LET-MQ-1oz,2
GRE-RS-1oz,2
SUN-RE-1Ms,2
CHI-MA-5Ms,2
PEP-JN-1Ms,2
SMA-YS-5Ms,2
SMA-BR-5Ms,2
ZIN-SR-1Ms,2
LET-JE-1oz,2
COR-DB-1lb,2
GAR-BK-1lb,2
KAL-RF-1/4lb,1
LET-SB-1oz,1
LET-CR-1/4oz,1
SQU-YC-1lb,1
EGG-DI-1Ms,1
LET-OD-1oz,1
LET-IT-1oz,1
CHI-IN-25Ms,1
LET-ME-1oz,1
ONI-SR-1oz,1
CEL-MO-25Ms,1
TOM-CE-250s,1
ONI-NY-1oz,1
LET-RG-1/4lb,1
PEP-HP-1Ms,1
SMA-SE-5Ms,1
LET-FB-1oz,1
GRE-WC-1lb,1
PEA-GS-1lb,1
PEP-HP-250s,1
LET-HR-1lb,1
BEE-CR-1lb,1
SMA-GA-5Ms,1
SMA-ET-5Ms,1
TOM-SO-250s,1
GRE-AS-5lb,1
SMA-VE-5Ms,1
LET-HR-1oz,1
AMA-OP-1oz,1
GRE-RU-1/4lb,1
BEE-CR-5lb,1
PEP-SG-1Ms,1
BEE-FK-1lb,1
LET-EM-1oz,1
LET-GR-1oz,1
SMA-BT-5Ms,1
BRO-SO-1/4lb,1
LET-BG-1oz,1
PEP-SR-1Ms,1
LET-GA-1oz,1
ONI-RM-1oz,1
PEP-TM-1Ms,1
ERY-BG-500s,1
MER-GT-uL,1
SMA-PQ-5Ms,1
LET-SU-1oz,1
LET-OS-1oz,1
LET-LB-1/4oz,1
KAL-RF-1lb,1
PEP-BY-500s,1
LET-EM-1/4oz,1
LET-DV-1oz,1
SMA-MR-5Ms,1
LET-GA-1lb,1
KAL-RR-1/4lb,1
MER-GT-wL,1
LET-CI-1/4lb,1
SMA-RM-5Ms,1
LET-AD-1/4lb,1
SMA-MR-1Ms,1
TOM-CA-250s,1
