weight,date,smarties_pkg_count,lot_identifier,sku_prefix
8.79,10/1/2024,,UO24,ONI-RM
5.77,10/1/2024,,UO22,ONI-SR
1.94,10/1/2024,,WG20,ONI-SS
6.88,10/1/2024,,UO21,BEA-AJ
45.91,10/1/2024,,UO24,BEA-AT
15.62,10/1/2024,,UO22,BEA-BG
33.3,10/1/2024,,UO24,BEA-BG
37.62,10/1/2024,,UO24,BEA-BI
4.79,10/1/2024,,UO21,BEA-BP
63.25,10/1/2024,,UO23,BEA-BP
57.99,10/1/2024,,UO22,BEA-CA
3.12,10/1/2024,,UO19,BEA-CI
20.8,10/1/2024,,UO24,BEA-CI
51.26,10/1/2024,,EO21,BEA-DR
200,10/1/2024,,EO22,BEA-DR
33.33,10/1/2024,,UO21,BEA-EM
38.8,10/1/2024,,UO22,BEA-FL
1.84,10/1/2024,,UO21,BEA-FO
42.7,10/1/2024,,UO22,BEA-FO
17.16,10/1/2024,,UO24,BEA-GI
58.13,10/1/2024,,EO21,BEA-GR
61.02,10/1/2024,,UO23,BEA-HP
3.98,10/1/2024,,UO18,BEA-HR
71.35,10/1/2024,,UO23,BEA-HU
67.41,10/1/2024,,UO23,BEA-IC
8.22,10/1/2024,,UO20,BEA-JC
41.36,10/1/2024,,UO23,BEA-JG
47.83,10/1/2024,,UO24,BEA-KM
17.64,10/1/2024,,UO21,BEA-KY
18.81,10/1/2024,,UO24,BEA-KY
43.52,10/1/2024,,UO22,BEA-LC
16.96,10/1/2024,,UO22,BEA-MV
14,10/1/2024,,UO23,BEA-MV
13.54,10/1/2024,,UO21,BEA-MX
93.68,10/1/2024,,UO24,BEA-MX
30.83,10/1/2024,,UO21,BEA-PA
4.81,10/1/2024,,UO20,BEA-PE
22.99,10/1/2024,,UO23,BEA-PE
50.77,10/1/2024,,EO21,BEA-PR
200,10/1/2024,,EO22,BEA-PR
14.84,10/1/2024,,UO22,BEA-RL
86.87,10/1/2024,,UO24,BEA-RL
65.48,10/1/2024,,UO22,BEA-RO
15.97,10/1/2024,,UO23,BEA-SB
26.43,10/1/2024,,UO22,BEA-SE
35.31,10/1/2024,,UO21,BEA-SO
27.35,10/1/2024,,UO23,BEA-TA
31.7,10/1/2024,,UO24,BEA-TA
4.08,10/1/2024,,UO21,BEA-TE
90.33,10/1/2024,,UO24,BEA-TE
12.23,10/1/2024,,UO22,BEA-TP
116.3,10/1/2024,,UO23,BEA-TP
11.77,10/1/2024,,UO20,BEA-TV
31.96,10/1/2024,,UO20,BEA-VE
24.6,10/1/2024,,UO21,BEA-ZO
9.24,10/1/2024,,UO22,FAV-KA
224.5,10/1/2024,,UO24,FAV-KA
148.62,10/1/2024,,UO23,GAR-BK
4.55,10/1/2024,,UO18,LEN-BL
1.21,10/1/2024,,UO22,LUP-DT
4.27,10/1/2024,,UO23,LUP-DT
63.5,10/1/2024,,UO22,BEE-BO
6.6,10/1/2024,,AS22,BEE-CH
4.01,10/1/2024,,UO19,BEE-CR
18.77,10/1/2024,,MP22,BEE-CR
68.52,10/1/2024,,UO24,BEE-CR
8.33,10/1/2024,,DH21,BEE-FK
47,10/1/2024,,UO20,BEE-LU
124,10/1/2024,,UO21,BEE-SH
18.12,10/1/2024,,MP21,BEE-TG
26.13,10/1/2024,,MP24,BEE-TG
46.65,10/1/2024,,DH23,CHA-RA
4.2,10/1/2024,,NF21,CHA-RH
7.32,10/1/2024,,AV23,BRO-NO
2.55,10/1/2024,,UO24,BRO-SM
37.49,10/1/2024,,UO22,BRO-SO
8.9,10/1/2024,,MP22,BRO-UM
0.29,10/1/2024,,UO19,CAB-DO
8.74,10/1/2024,,UO24,CAB-FK
1.72,10/1/2024,,MP19,CAB-JK
0.26,10/1/2024,,MP21,CAB-M2
6.59,10/1/2024,,MP23,CAB-M2
3.33,10/1/2024,,UO24,CAB-NS
4.85,10/1/2024,,UO17,CAU-PR
0.67,10/1/2024,,UO21,CAU-PR
3,10/1/2024,,MF24,CAU-PR
6.5,10/1/2024,,UO20,COL-CG
1.87,10/1/2024,,AV22,KAL-DB
4.77,10/1/2024,,AV23,KAL-DB
49.21,10/1/2024,,UO20,KAL-RF
6.4,10/1/2024,,UO21,KAL-RR
10.05,10/1/2024,,TR23,CAR-DR
4.41,10/1/2024,,TR21,CAR-SN
32.12,10/1/2024,,TR24,CAR-SN
20.09,10/1/2024,,TR23,CAR-TO
3.23,10/1/2024,,TR21,CAR-YE
5,10/1/2024,,TR22,CAR-YE
7.87,10/1/2024,,UO20,CUC-CE
18.11,10/1/2024,,UO24,CUC-CE
2.95,10/1/2024,,ER20,CUC-LE
1.08,10/1/2024,,UO21,CUC-SA
6.63,10/1/2024,,UO22,CUC-SH
4.67,10/1/2024,,MP23,CUC-SM
3.39,10/1/2024,,MP21,CUC-SS
17.03,10/1/2024,,UO21,CUC-VO
2.29,10/1/2024,,UO21,MEL-CL
5.74,10/1/2024,,UO18,MEL-ER
6.09,10/1/2024,,UO23,MEL-GI
0.94,10/1/2024,,UO22,MEL-MO
1.3,10/1/2024,,UO19,MEL-PF
3.97,10/1/2024,,TR24,MEL-PF
3.24,10/1/2024,,UO22,WAT-BM
4.24,10/1/2024,,UO23,WAT-BM
4.92,10/1/2024,,TR24,WAT-BM
7.84,10/1/2024,,UO21,WAT-CO
8.58,10/1/2024,,TR21,WAT-JK
0.68,10/1/2024,,AS21,EGG-DI
0.86,10/1/2024,,AV22,EGG-VI
0.21,10/1/2024,,UO21,PEP-AS
0.49,10/1/2024,,UO24,PEP-AS
0.1,10/1/2024,,UO23,PEP-BA
1.5,10/1/2024,,WG24,PEP-BA
0.35,10/1/2024,,UO24,PEP-BA
0.45,10/1/2024,,UO24,PEP-BM
0.29,10/1/2024,,AV24,PEP-BP
0.95,10/1/2024,,UO22,PEP-BR
0.63,10/1/2024,,UO22,PEP-BY
0.87,10/1/2024,,UO24,PEP-CC
0.71,10/1/2024,,UO21,PEP-CS
0.09,10/1/2024,,UO22,PEP-CZ
0.28,10/1/2024,,UO23,PEP-CZ
0.31,10/1/2024,,MP21,PEP-DH
0.98,10/1/2024,,TR24,PEP-DH
0.47,10/1/2024,,UO21,PEP-EE
0.56,10/1/2024,,UO22,PEP-HP
0.25,10/1/2024,,TR21,PEP-JN
0.36,10/1/2024,,CF23,PEP-JN
0.09,10/1/2024,,UO22,PEP-LY
0.58,10/1/2024,,AV24,PEP-LY
0.1,10/1/2024,,UO24,PEP-RM
0.46,10/1/2024,,AV21,PEP-MP
0.46,10/1/2024,,UO22,PEP-OK
0.93,10/1/2024,,UO22,PEP-PA
0.23,10/1/2024,,UO21,PEP-PM
1.2,10/1/2024,,UO24,PEP-PM
0.34,10/1/2024,,UO21,PEP-SG
0.69,10/1/2024,,UO24,PEP-SG
1.51,10/1/2024,,AV24,PEP-SP
0.27,10/1/2024,,UO22,PEP-SR
0.96,10/1/2024,,TR24,PEP-SR
0.63,10/1/2024,,UO22,PEP-TM
0.45,10/1/2024,,UO22,PEP-TU
0.07,10/1/2024,,UO23,PEP-YN
0.84,10/1/2024,,AV24,PEP-YN
0.68,10/1/2024,,UO21,ACH-DD
1.16,10/1/2024,,UO21,ACH-LP
21.33,10/1/2024,,UO16,AMA-CF
5.32,10/1/2024,,UO24,AMA-CF
6.42,10/1/2024,,UO23,AMA-EH
2.81,10/1/2024,,UO24,AMA-HB
2.33,10/1/2024,,UO21,AMA-LL
2.53,10/1/2024,,UO23,AMA-OP
1,10/1/2024,,MP24,AST-HH
0.24,10/1/2024,,UO22,AST-HP
0.6,10/1/2024,,UO24,AST-HP
1.36,10/1/2024,,UO23,AST-TC
0.36,10/1/2024,,MP20,AST-TS
0.85,10/1/2024,,MP22,AST-TS
2.93,10/1/2024,,UO22,BAB-BB
6.32,10/1/2024,,UO24,BAB-BB
3.47,10/1/2024,,UO23,BAB-FB
3.52,10/1/2024,,UO22,BFL-AB
2.98,10/1/2024,,UO22,BUP-GG
0.67,10/1/2024,,UO21,CAL-MX
11.78,10/1/2024,,UO23,CAL-MX
4.53,10/1/2024,,TR21,CAL-ZE
0.55,10/1/2024,,UO19,CEL-RP
0.24,10/1/2024,,UO20,CEL-SC
0.25,10/1/2024,,UO24,CEL-SC
9.52,10/1/2024,,UO23,CER-PG
0.68,10/1/2024,,UO23,CLB-BL
0.31,10/1/2024,,UO22,CLB-LS
0.75,10/1/2024,,UO23,CLE-VQ
0.09,10/1/2024,,UO21,COS-CH
0.21,10/1/2024,,UO23,COS-CH
0.3,10/1/2024,,UO24,COS-CH
2.76,10/1/2024,,TR24,COS-CW
4.59,10/1/2024,,UO23,COS-DI
2.77,10/1/2024,,WG22,COS-SP
4,10/1/2024,,AV24,COS-SP
0.32,10/1/2024,,TR22,COS-VE
1.04,10/1/2024,,FL23,COS-VE
0.88,10/1/2024,,WG24,COS-VE
2.44,10/1/2024,,UO21,COS-XS
1.25,10/1/2024,,UO22,CRP-RO
0.42,10/1/2024,,UO23,DAT-SA
0.99,10/1/2024,,UO22,DID-LB
3.27,10/1/2024,,UO22,ERY-BG
1.25,10/1/2024,,UO24,ERY-BG
22.24,10/1/2024,,UO23,FLA-OM
6.03,10/1/2024,,UO22,FLO-BO
2.96,10/1/2024,,UO24,FLO-BO
2.06,10/1/2024,,UO20,FMN-MR
0.43,10/1/2024,,UO23,FOC-BE
3.42,10/1/2024,,UO24,FOC-FM
7.1,10/1/2024,,UO23,FOC-FT
3.31,10/1/2024,,UO21,FOC-ST
2.44,10/1/2024,,UO17,FOX-AB
0.37,10/1/2024,,UO24,FOX-AB
0.13,10/1/2024,,UO17,FOX-CC
0.1,10/1/2024,,UO22,FOX-WC
0.1,10/1/2024,,UO23,FOX-WC
0.7,10/1/2024,,UO17,GRS-FE
2.79,10/1/2024,,UO19,GYP-CG
0.93,10/1/2024,,UO18,JAC-BP
0.68,10/1/2024,,UO22,LAR-BC
0.89,10/1/2024,,MP22,LAR-EG
2,10/1/2024,,AV24,LAR-EG
0.24,10/1/2024,,UO21,LAR-PB
1.45,10/1/2024,,UO22,LAR-PB
0.37,10/1/2024,,UO24,LAR-SB
0.25,10/1/2024,,UO23,LAR-WC
0.84,10/1/2024,,UO24,MAR-FB
0.36,10/1/2024,,UO22,MAR-GE
0.54,10/1/2024,,UO22,MAR-PI
2.5,10/1/2024,,UO16,MGL-GO
0.14,10/1/2024,,UO19,MIG-AM
0.63,10/1/2024,,UO20,NAS-AL
21.4,10/1/2024,,UO24,NAS-AL
8.9,10/1/2024,,UO22,NAS-TM
0.33,10/1/2024,,UO23,NIC-BQ
0.36,10/1/2024,,UO22,NIC-LD
0.06,10/1/2024,,UO19,NIC-LG
0.69,10/1/2024,,UO23,NIC-OL
0.12,10/1/2024,,UO23,NIC-PS
0.4,10/1/2024,,UO18,NIG-BS
0.36,10/1/2024,,FL23,NIG-BV
0.51,10/1/2024,,TR24,NIG-BV
0.21,10/1/2024,,UO23,NIG-DB
0.58,10/1/2024,,UO24,NIG-DB
2.69,10/1/2024,,UO22,NIG-EX
4.25,10/1/2024,,UO21,PHA-BF
9.47,10/1/2024,,UO24,PHA-BF
0.05,10/1/2024,,TR21,POP-AG
0.15,10/1/2024,,FL23,POP-AG
0.4,10/1/2024,,UO24,POP-AG
2.26,10/1/2024,,UO23,POP-BS
0.6,10/1/2024,,UO21,POP-CA
0.32,10/1/2024,,TR20,POP-CO
0.71,10/1/2024,,MP21,POP-DF
0.13,10/1/2024,,UO21,POP-FA
1.2,10/1/2024,,UO24,POP-FA
1.32,10/1/2024,,UO22,POP-LP
0.47,10/1/2024,,CF23,POP-MP
2.1,10/1/2024,,MP20,POP-PA
0.14,10/1/2024,,UO22,POP-PM
0.2,10/1/2024,,UO24,POP-PM
0.17,10/1/2024,,TR20,POP-ZI
0.34,10/1/2024,,FL24,POP-ZI
0.35,10/1/2024,,UO21,RUD-AS
0.11,10/1/2024,,UO23,RUD-GW
0.14,10/1/2024,,UO19,RUD-PG
0.47,10/1/2024,,UO24,RUD-PG
0.23,10/1/2024,,TR21,RUD-PR
0.26,10/1/2024,,TR24,RUD-PR
0.67,10/1/2024,,UO22,RUD-SH
0.17,10/1/2024,,UO21,SAL-TH
0.21,10/1/2024,,UO24,SAL-TH
1.5,10/1/2024,,UO18,SAL-TV
1.18,10/1/2024,,UO24,SAL-TV
1.73,10/1/2024,,UO22,SAL-WS
1.61,10/1/2024,,UO19,SAP-WB
2.7,10/1/2024,,UO24,SAP-WB
1,10/1/2024,,FL24,SCA-BK
0.12,10/1/2024,,UO23,SCA-FB
0.89,10/1/2024,,UO24,SCA-FB
0.63,10/1/2024,,UO21,SCA-FM
0.74,10/1/2024,,UO20,SCA-GY
1.37,10/1/2024,,UO24,SCA-GY
0.36,10/1/2024,,UO20,SCA-SB
0.8,10/1/2024,,UO22,SCA-SB
2.13,10/1/2024,,UO22,SCA-SK
0.58,10/1/2024,,UO19,SCA-SM
0.5,10/1/2024,,UO24,SCA-SM
0.16,10/1/2024,,UO23,SNA-OW
0.12,10/1/2024,,UO24,SNA-OW
0.47,10/1/2024,,UO22,SNA-RB
0.53,10/1/2024,,UO21,STR-AP
0.8,10/1/2024,,MP21,STR-MF
0.21,10/1/2024,,UO20,STR-SR
0.28,10/1/2024,,UO23,STR-SR
4.15,10/1/2024,,MP21,SUN-GA
19.6,10/1/2024,,UO23,SUN-GA
4.36,10/1/2024,,AV23,SUN-GS
0.52,10/1/2024,,UO20,SUN-RE
15.09,10/1/2024,,UO24,SUN-RE
2.26,10/1/2024,,AV22,SUN-SO
0.92,10/1/2024,,WF18,SUN-TA
11.2,10/1/2024,,WG24,SUN-TA
13.26,10/1/2024,,UO21,SUN-TG
1.46,10/1/2024,,UO21,SUN-TO
0.48,10/1/2024,,LS24,SWP-AB
1.54,10/1/2024,,LS23,SWP-AP
4.6,10/1/2024,,FS24,SWP-AP
2.19,10/1/2024,,FS23,SWP-BR
2.56,10/1/2024,,LS23,SWP-FN
1.86,10/1/2024,,FS23,SWP-HS
3.08,10/1/2024,,FS23,SWP-JJ
6.15,10/1/2024,,UO23,SWP-KF
2.89,10/1/2024,,UO23,SWP-LB
5.74,10/1/2024,,UO17,SWP-LC
0.82,10/1/2024,,LS23,SWP-MR
2.76,10/1/2024,,LS23,SWP-MW
1.94,10/1/2024,,LS23,SWP-NI
0.98,10/1/2024,,UO24,SWP-PO
0.25,10/1/2024,,LS24,SWP-RE
1.66,10/1/2024,,LS23,SWP-SZ
1.83,10/1/2024,,FS23,SWP-TL
1.4,10/1/2024,,FS24,SWP-WF
3.16,10/1/2024,,FS23,SWP-WN
0.36,10/1/2024,,UO21,SWP-WR
1.2,10/1/2024,,FS24,SWP-WR
28.28,10/1/2024,,UO22,VET-AZ
0.32,10/1/2024,,UO17,VRB-AS
0.1,10/1/2024,,UO24,VRB-AS
0.95,10/1/2024,,UO17,VRB-PM
0.5,10/1/2024,,UO24,VRB-PM
3.82,10/1/2024,,WO20,ZIN-BE
8.24,10/1/2024,,WG24,ZIN-BE
3.4,10/1/2024,,MP24,ZIN-IS
1.25,10/1/2024,,UO24,ZIN-OC
0.4,10/1/2024,,UO22,ZIN-QP
3.17,10/1/2024,,TR24,ZIN-QP
3.7,10/1/2024,,WG20,ZIN-QR
5.08,10/1/2024,,WO19,ZIN-SR
2.16,10/1/2024,,UO20,ZIN-ZL
2.87,10/1/2024,,MP22,ZIN-ZL
5.7,10/1/2024,,UO21,ZIN-ZP
36.18,10/1/2024,,UO23,COR-AB
90.8,10/1/2024,,UO22,COR-DB
44.65,10/1/2024,,WG23,COR-FL
14.25,10/1/2024,,SN23,COR-PM
20,10/1/2024,,SN24,COR-PM
18.38,10/1/2024,,WG21,COR-RC
46.92,10/1/2024,,WG21,COR-TU
37.14,10/1/2024,,WG22,COR-TU
7.9,10/1/2024,,UO23,WHE-BE
18.72,10/1/2024,,SW23,WHE-BE
16.39,10/1/2024,,UO23,WHE-EB
1.65,10/1/2024,,UO21,AMA-SU
3.12,10/1/2024,,AV22,CHI-BQ
3.78,10/1/2024,,UO20,CHI-IN
0.42,10/1/2024,,UO19,CHI-IS
1.28,10/1/2024,,UO23,CHI-MA
27.87,10/1/2024,,UO20,GRE-AS
59.2,10/1/2024,,UO24,GRE-AS
2.14,10/1/2024,,AV19,GRE-BC
0.14,10/1/2024,,UO20,GRE-BS
1.96,10/1/2024,,UO21,GRE-ES
7.67,10/1/2024,,UO18,GRE-GF
10.29,10/1/2024,,UO24,GRE-GF
0.5,10/1/2024,,WF19,GRE-GW
1.8,10/1/2024,,MP19,GRE-MZ
19.25,10/1/2024,,MP24,GRE-MZ
9.47,10/1/2024,,MP22,GRE-PC
43.75,10/1/2024,,UO20,GRE-RS
2.36,10/1/2024,,UO21,GRE-RU
5.64,10/1/2024,,UO24,GRE-RU
34.34,10/1/2024,,UO22,GRE-TA
4.13,10/1/2024,,UO22,GRE-WA
3.11,10/1/2024,,UO19,GRE-WC
12.57,10/1/2024,,UO24,GRE-WC
65,10/1/2024,,UO23,SPI-BE
16.63,10/1/2024,,UO21,SPI-WB
90.9,10/1/2024,,UO24,SPI-WB
71.61,10/1/2024,,UO22,SPI-WG
3.16,10/1/2024,,UO21,HER-AH
0.74,10/1/2024,,UO23,HER-BC
1.79,10/1/2024,,UO22,HER-BF
0.08,10/1/2024,,UO22,HER-CM
1.47,10/1/2024,,UO23,HER-EC
0.41,10/1/2024,,UO24,HER-EC
1.18,10/1/2024,,UO22,HER-GC
6.56,10/1/2024,,TR23,HER-GK
0.34,10/1/2024,,UO21,HER-HY
0.23,10/1/2024,,UO24,HER-HY
0.53,10/1/2024,,UO22,HER-IL
1.13,10/1/2024,,UO23,HER-IL
0.23,10/1/2024,,UO19,HER-ME
0.11,10/1/2024,,UO24,HER-ME
2.9,10/1/2024,,UO23,HER-MP
0.14,10/1/2024,,UO22,HER-MT
0.19,10/1/2024,,UO24,HER-MT
21.38,10/1/2024,,AV23,HER-PJ
0.26,10/1/2024,,AV24,HER-GP
1.59,10/1/2024,,UO21,HER-SC
1.46,10/1/2024,,UO20,HER-TU
0.74,10/1/2024,,UO23,HER-VE
0.08,10/1/2024,,UO23,MON-LB
0.19,10/1/2024,,UO24,MON-LB
1.29,10/1/2024,,UO23,LET-AB
3.9,10/1/2024,,UO24,LET-AB
12.51,10/1/2024,,UO22,LET-AD
13.36,10/1/2024,,UO23,LET-AY
9.84,10/1/2024,,UO23,LET-BG
6.55,10/1/2024,,UO23,LET-BI
5.17,10/1/2024,,AV22,LET-CI
3.08,10/1/2024,,UO22,LET-CR
3.62,10/1/2024,,AV22,LET-DV
7.92,10/1/2024,,UO22,LET-EM
1.1,10/1/2024,,UO22,LET-ER
1.42,10/1/2024,,UO23,LET-ER
7.25,10/1/2024,,UO23,LET-FB
3.02,10/1/2024,,AV22,LET-FT
4.9,10/1/2024,,AV23,LET-GA
4.72,10/1/2024,,UO22,LET-GR
6.05,10/1/2024,,UO22,LET-HR
3.03,10/1/2024,,MP22,LET-IT
4.89,10/1/2024,,AV22,LET-JE
1.5,10/1/2024,,AV23,LET-LB
4.6,10/1/2024,,UO22,LET-LG
3.98,10/1/2024,,AV23,LET-MA
2.32,10/1/2024,,UO22,LET-ME
3.8,10/1/2024,,UO24,LET-ME
1.16,10/1/2024,,UO22,LET-MQ
7.24,10/1/2024,,UO24,LET-MQ
5.38,10/1/2024,,AV22,LET-OD
4.89,10/1/2024,,AV23,LET-OS
1.42,10/1/2024,,TR23,LET-PI
2.17,10/1/2024,,UO22,LET-QH
8.42,10/1/2024,,UO22,LET-RG
7.24,10/1/2024,,UO23,LET-RR
3.29,10/1/2024,,UO22,LET-RV
5.7,10/1/2024,,UO24,LET-SB
1.68,10/1/2024,,UO22,LET-SU
14.83,10/1/2024,,UO22,LET-TB
9.44,10/1/2024,,UO23,LET-WD
5.58,10/1/2024,,UO22,CEL-MO
10.08,10/1/2024,,UO22,CRD-GN
0.2,10/1/2024,,UO22,FEN-FI
4.36,10/1/2024,,AV23,FEN-FI
5.04,10/1/2024,,AV24,PAR-SS
35.1,10/1/2024,,UO22,RAD-FB
29.4,10/1/2024,,UO24,RAD-GL
20.77,10/1/2024,,UO23,RAD-SO
0.09,10/1/2024,,UO24,STB-AW
0.11,10/1/2024,,UO18,TGC-AM
0.59,10/1/2024,,UO24,TGC-AM
0.84,10/1/2024,,UO22,TGC-DM
0.08,10/1/2024,,UO23,TGC-QM
6.78,10/1/2024,,UO20,COW-FL
11.67,10/1/2024,,FF21,PEA-CA
289.11,10/1/2024,,FF23,PEA-CA
71.06,10/1/2024,,UO20,PEA-GS
77.19,10/1/2024,,UO22,PEA-HL
37.57,10/1/2024,,FF18,PEA-MA
200,10/1/2024,,FF23,PEA-MA
80.23,10/1/2024,,UO23,PEA-RV
19.81,10/1/2024,,FF21,PEA-SA
200,10/1/2024,,FF23,PEA-SA
200,10/1/2024,,FF24,PEA-SA
28.65,10/1/2024,,UO23,PEA-SR
400,10/1/2024,,FF23,PEA-SR
68.88,10/1/2024,,UO22,PEA-SS
97.55,10/1/2024,,UO24,PEA-SS
88.11,10/1/2024,,UO22,PEA-WX
5.23,10/1/2024,,TR22,PUM-HO
8.15,10/1/2024,,TR23,PUM-LP
24.42,10/1/2024,,UO23,PUM-WL
9.72,10/1/2024,,UO23,SQU-BB
15.1,10/1/2024,,AV24,SQU-BF
10.55,10/1/2024,,TR23,SQU-BI
17.47,10/1/2024,,UO22,SQU-FU
1.96,10/1/2024,,UO22,ACH-DD
33.85,10/1/2024,,UO21,SQU-OD
7.92,10/1/2024,,MP22,SQU-PO
7.62,10/1/2024,,AV23,SQU-SM
3.58,10/1/2024,,MP23,SQU-SR
16.04,10/1/2024,,AV22,SQU-YC
2.61,10/1/2024,,WO21,SQU-ZE
14.18,10/1/2024,,AV23,SQU-ZE
7.54,10/1/2024,,MP21,SQU-ZM
14.93,10/1/2024,,UO22,ZUC-CR
40,10/1/2024,,CF24,ZUC-CR
0.52,10/1/2024,,SR21,ZUC-DS
48.05,10/1/2024,,UO24,ZUC-DS
0.51,10/1/2024,,UO22,TOM-AF
0.07,10/1/2024,,UO21,TOM-AL
0.35,10/1/2024,,UO24,TOM-AL
0.14,10/1/2024,,UO22,TOM-AN
0.43,10/1/2024,,UO24,TOM-AN
0.39,10/1/2024,,UO21,TOM-BC
0.2,10/1/2024,,UO21,TOM-BL
0.22,10/1/2024,,UO23,TOM-BL
0.45,10/1/2024,,UO21,TOM-BP
0.09,10/1/2024,,UO22,TOM-CA
0.33,10/1/2024,,UO23,TOM-CA
0.2,10/1/2024,,UO21,TOM-CE
0.39,10/1/2024,,UO24,TOM-CE
0.07,10/1/2024,,UO23,TOM-CL
0.1,10/1/2024,,UO24,TOM-CL
0.25,10/1/2024,,UO21,TOM-FI
0.38,10/1/2024,,UO24,TOM-FI
0.99,10/1/2024,,UO22,TOM-GA
0.13,10/1/2024,,UO22,TOM-GG
0.12,10/1/2024,,UO22,TOM-GM
0.36,10/1/2024,,AV24,TOM-GM
0.72,10/1/2024,,UO23,TOM-GS
0.22,10/1/2024,,UO22,TOM-IH
0.45,10/1/2024,,UO24,TOM-IH
0.24,10/1/2024,,UO21,TOM-JF
0.27,10/1/2024,,UO24,TOM-JF
0.14,10/1/2024,,UO24,TOM-KK
0.94,10/1/2024,,UO22,TOM-KO
0.11,10/1/2024,,UO21,TOM-LA
0.45,10/1/2024,,AV24,TOM-LA
0.57,10/1/2024,,UO22,TOM-MA
0.18,10/1/2024,,UO22,TOM-MG
0.2,10/1/2024,,UO23,TOM-MG
0.03,10/1/2024,,UO23,TOM-MS
0.13,10/1/2024,,UO24,TOM-MS
0.08,10/1/2024,,UO22,TOM-MY
0.16,10/1/2024,,UO23,TOM-MY
0.44,10/1/2024,,UO22,TOM-NE
0.19,10/1/2024,,UO22,TOM-NR
0.1,10/1/2024,,UO23,TOM-PG
0.23,10/1/2024,,UO24,TOM-PG
0.25,10/1/2024,,UO20,TOM-PI
0.38,10/1/2024,,UO23,TOM-PI
0.21,10/1/2024,,UO23,TOM-PR
0.55,10/1/2024,,UO24,TOM-PR
0.33,10/1/2024,,UO22,TOM-RF
0.37,10/1/2024,,UO22,TOM-RP
0.05,10/1/2024,,UO23,TOM-SB
0.22,10/1/2024,,UO24,TOM-SB
0.16,10/1/2024,,UO22,TOM-SH
0.18,10/1/2024,,UO24,TOM-SH
0.22,10/1/2024,,UO22,TOM-SL
0.34,10/1/2024,,UO22,TOM-SO
0.6,10/1/2024,,UO22,TOM-ST
0.21,10/1/2024,,UO21,TOM-SW
0.31,10/1/2024,,UO24,TOM-TA
0.04,10/1/2024,,UO20,TOM-VZ
0.15,10/1/2024,,UO22,TOM-VZ
0.21,10/1/2024,,UO24,TOM-VZ
1,10/1/2024,,LS24,SWP-EM
,10/1/2024,3,SM22,SMA-BB
,10/1/2024,3,SM22,SMA-BT
,10/1/2024,95,SM22,SMA-FC
,10/1/2024,11,SM23,SMA-LA
,10/1/2024,4,SM21,SMA-MR
,10/1/2024,6,SM23,SMA-VM
,10/1/2024,4,SM21,SMA-AC
,10/1/2024,2,SM22,SMA-BO
,10/1/2024,2,SM18,SMA-ET
,10/1/2024,2,SM20,SMA-FX
,10/1/2024,1,SM22,SMA-MD
,10/1/2024,6,SM18,SMA-MT
,10/1/2024,2,SM18,SMA-PQ
,10/1/2024,4,SM20,SMA-RS
,10/1/2024,3,SM22,SMA-SE
,10/1/2024,4,SM18,SMA-SG
,10/1/2024,4,SM18,SMA-VE
,10/1/2024,3,SM19,SMA-VG
25,2/2/2024,,UO22,TOM-DC
10,10/1/2024,,UO22,TOM-DC
