lot_id,sku_prefix,grower_code,growout_year,harvest,external_lot_id,low_inv,status
16,BEA-AJ,UO,17,,,FALSE,Active
17,BEA-AJ,UO,21,,,FALSE,Active
18,BEA-AT,UO,20,,,FALSE,Active
20,BEA-BG,UO,22,,,FALSE,Active
22,BEA-BP,UO,21,,,FALSE,Active
24,BEA-CA,UO,22,,,FALSE,Active
25,BEA-CI,UO,19,,,FALSE,Active
26,BEA-DR,EO,21,,,FALSE,Active
27,BEA-EM,UO,21,,,FALSE,Active
28,BEA-FL,UO,20,,,FALSE,Active
29,BEA-FL,UO,22,,,FALSE,Active
30,BEA-FO,UO,21,,,FALSE,Active
31,BEA-FO,UO,22,,,FALSE,Active
33,BEA-HR,UO,18,,,FALSE,Active
