sku_prefix,sku_suffix,quantity,year,wholesale
POP-AG,1g,1,23,False
POP-BS,pkt,109,23,False
POP-BS,pkt,0,23,True
POP-BS,1g,0,23,False
POP-CA,pkt,123,23,False
POP-CA,pkt,10,23,True
POP-CO,pkt,69,23,False
POP-CO,pkt,0,23,True
POP-CO,1g,26,23,False
POP-DF,pkt,131,23,False
POP-DF,pkt,490,23,True
POP-DF,1g,0,23,False
POP-FA,pkt,164,23,False
POP-FA,pkt,0,23,True
POP-FA,1g,2,23,False
POP-FW,pkt,0,23,False
POP-FW,pkt,0,23,True
POP-FW,1g,0,23,False
POP-MP,pkt,102,23,False
POP-MP,pkt,0,23,True
POP-MP,1g,8,23,False
POP-PA,pkt,140,23,False
POP-PA,pkt,302,23,True
POP-PA,1g,21,23,False
POP-PM,pkt,400,23,False
POP-PM,pkt,542,23,True
POP-PM,500s,192,23,False
POP-ZI,pkt,149,23,False
POP-ZI,pkt,0,23,True
POP-ZI,1g,47,23,False
RUD-AS,pkt,253,23,False
RUD-AS,pkt,121,23,True
RUD-AS,500s,26,23,False
RUD-GW,pkt,144,23,False
RUD-GW,pkt,0,23,True
RUD-GW,500s,2,23,False
RUD-GW,1Ms,0,23,False
RUD-PG,pkt,98,23,False
RUD-PG,pkt,20,23,True
RUD-PG,500s,3,23,False
RUD-PR,pkt,222,23,False
RUD-PR,pkt,90,23,True
RUD-PR,500s,16,23,False
RUD-SH,pkt,235,23,False
RUD-SH,pkt,0,23,True
RUD-SH,500s,24,23,False
SAL-TH,pkt,144,23,False
SAL-TH,pkt,0,23,True
SAL-TH,500s,0,23,False
SAL-TV,pkt,132,23,False
SAL-TV,pkt,170,23,True
SAL-TV,250s,22,23,False
SAP-WB,pkt,89,23,False
SAP-WB,pkt,50,23,True
SAP-WB,1/2oz,9,23,False
SCA-BK,pkt,174,23,False
SCA-BK,pkt,0,23,True
SCA-BK,250s,0,23,False
SCA-FB,pkt,188,23,False
SCA-FB,pkt,0,23,True
SCA-FB,100s,0,23,False
SCA-FB,250s,0,23,False
SCA-FM,pkt,213,23,False
SCA-FM,pkt,120,23,True
SCA-FM,250s,36,23,False
SCA-GY,pkt,220,23,False
SCA-GY,pkt,0,23,True
SCA-GY,100s,4,23,False
SCA-GY,500s,0,23,False
SCA-SB,pkt,109,23,False
SCA-SB,pkt,80,23,True
SCA-SB,250s,24,23,False
SCA-SK,pkt,244,23,False
SCA-SK,pkt,0,23,True
SCA-SK,250s,22,23,False
SCA-SK,500s,2,23,False
SCA-SM,pkt,82,23,False
SCA-SM,pkt,75,23,True
SCA-SM,250s,13,23,False
SNA-RB,pkt,199,23,False
SNA-RB,pkt,0,23,True
SNA-RB,1Ms,13,23,False
STR-AP,pkt,306,23,False
STR-AP,pkt,472,23,True
STR-AP,500s,52,23,False
STR-MF,pkt,105,23,False
STR-MF,pkt,140,23,True
STR-MF,500s,10,23,False
STR-SR,pkt,127,23,False
STR-SR,pkt,0,23,True
STR-SR,500s,22,23,False
SUN-GA,pkt,298,23,False
SUN-GA,pkt,854,23,True
SUN-GA,100s,74,23,False
SUN-GA,1Ms,12,23,False
SUN-GS,pkt,0,23,False
SUN-GS,pkt,0,23,True
SUN-GS,100s,0,23,False
SUN-RE,pkt,87,23,False
SUN-RE,pkt,205,23,True
SUN-RE,100s,39,23,False
SUN-RE,1Ms,9,23,False
SUN-SO,pkt,113,23,False
SUN-SO,pkt,175,23,True
SUN-SO,100s,34,23,False
SUN-SO,1Ms,14,23,False
SUN-TA,pkt,109,23,False
SUN-TA,pkt,325,23,True
SUN-TA,100s,21,23,False
SUN-TA,1Ms,5,23,False
SUN-TG,pkt,147,23,False
SUN-TG,pkt,395,23,True
SUN-TG,100s,45,23,False
SUN-TO,pkt,110,23,False
SUN-TO,pkt,0,23,True
SUN-TO,250s,14,23,False
SWP-AP,pkt,266,23,False
SWP-AP,pkt,10,23,True
SWP-AP,100s,0,23,False
SWP-BR,pkt,214,23,False
SWP-BR,pkt,0,23,True
SWP-BR,100s,0,23,False
SWP-FN,pkt,0,23,False
SWP-FN,pkt,0,23,True
SWP-FN,100s,0,23,False
SWP-HS,pkt,0,23,False
SWP-HS,pkt,0,23,True
SWP-JJ,pkt,77,23,False
SWP-JJ,pkt,0,23,True
SWP-JJ,100s,0,23,False
SWP-KF,pkt,0,23,False
SWP-KF,pkt,0,23,True
SWP-KF,100s,0,23,False
SWP-LB,pkt,672,23,False
SWP-LB,pkt,0,23,True
SWP-LB,100s,0,23,False
SWP-LC,pkt,75,23,False
SWP-LC,pkt,115,23,True
SWP-LC,1/4oz,14,23,False
SWP-LC,1oz,2,23,False
SWP-MR,pkt,0,23,False
SWP-MR,pkt,0,23,True
SWP-MR,100s,0,23,False
SWP-MW,pkt,0,23,False
SWP-MW,pkt,0,23,True
SWP-MW,100s,0,23,False
SWP-NI,pkt,205,23,False
SWP-NI,pkt,0,23,True
SWP-NI,100s,0,23,False
SWP-SZ,pkt,69,23,False
SWP-SZ,pkt,0,23,True
SWP-SZ,100s,0,23,False
SWP-TL,pkt,120,23,False
SWP-TL,pkt,0,23,True
SWP-TL,100s,0,23,False
SWP-WN,pkt,209,23,False
SWP-WN,pkt,0,23,True
SWP-WN,100s,0,23,False
SWP-WR,pkt,207,23,False
SWP-WR,pkt,0,23,True
SWP-WR,100s,0,23,False
VET-AZ,pkt,142,23,False
VET-AZ,pkt,105,23,True
VET-AZ,100s,19,23,False
VET-AZ,500s,9,23,False
VET-AZ,1/4lb,0,23,False
VRB-AS,pkt,75,23,False
VRB-AS,pkt,55,23,True
VRB-AS,1Ms,6,23,False
VRB-PM,pkt,220,23,False
VRB-PM,pkt,125,23,True
VRB-PM,1Ms,17,23,False
ZIN-BE,pkt,216,23,False
ZIN-BE,pkt,631,23,True
ZIN-BE,250s,34,23,False
ZIN-BE,1Ms,11,23,False
ZIN-QR,pkt,301,23,False
ZIN-QR,pkt,260,23,True
ZIN-QR,250s,31,23,False
ZIN-QR,1Ms,1,23,False
ZIN-SR,pkt,143,23,False
ZIN-SR,pkt,150,23,True
ZIN-SR,250s,25,23,False
ZIN-SR,1Ms,2,23,False
ZIN-ZL,pkt,386,23,False
ZIN-ZL,pkt,145,23,True
ZIN-ZL,100s,79,23,False
ZIN-ZL,500s,16,23,False
ZIN-ZP,pkt,349,23,False
ZIN-ZP,pkt,253,23,True
ZIN-ZP,100s,64,23,False
ZIN-ZP,500s,16,23,False
COR-AB,pkt,179,23,False
COR-AB,pkt,0,23,True
COR-AB,1/4lb,0,23,False
COR-AB,1lb,0,23,False
COR-DB,pkt,110,23,False
COR-DB,pkt,100,23,True
COR-DB,1/4lb,14,23,False
COR-DB,1lb,4,23,False
COR-FL,pkt,0,23,False
COR-FL,pkt,0,23,True
COR-FL,1/2lb,0,23,False
COR-FL,1lb,0,23,False
COR-PM,pkt,0,23,False
COR-PM,pkt,0,23,True
COR-PM,1/2lb,0,23,False
COR-PM,1lb,0,23,False
COR-RC,pkt,55,23,False
COR-RC,pkt,0,23,True
COR-RC,1/2lb,8,23,False
COR-RC,1lb,5,23,False
COR-TU,pkt,364,23,False
COR-TU,pkt,395,23,True
COR-TU,1/2lb,0,23,False
WHE-BE,pkt,0,23,False
WHE-BE,pkt,0,23,True
WHE-BE,1/4lb,0,23,False
WHE-BE,1lb,0,23,False
WHE-EB,pkt,111,23,False
WHE-EB,pkt,0,23,True
WHE-EB,1/4lb,0,23,False
WHE-EB,1lb,0,23,False
AMA-SU,pkt,45,23,False
AMA-SU,pkt,70,23,True
AMA-SU,1/4oz,7,23,False
AMA-SU,1oz,0,23,False
CHI-BQ,pkt,49,23,False
CHI-BQ,pkt,0,23,True
CHI-BQ,500s,7,23,False
CHI-BQ,1Ms,2,23,False
CHI-BQ,5Ms,0,23,False
SMA-CA,pkt,113,23,False
SMA-CA,pkt,0,23,True
SMA-CA,500s,19,23,False
SMA-CA,1Ms,6,23,False
SMA-CA,5Ms,0,23,False
CHI-IN,pkt,139,23,False
CHI-IN,pkt,0,23,True
CHI-IN,500s,34,23,False
CHI-IN,1Ms,12,23,False
CHI-IN,5Ms,5,23,False
CHI-IN,25Ms,0,23,False
CHI-IS,pkt,241,23,False
CHI-IS,pkt,0,23,True
CHI-IS,500s,30,23,False
CHI-IS,1Ms,10,23,False
CHI-IS,5Ms,0,23,False
CHI-MA,pkt,128,23,False
CHI-MA,pkt,0,23,True
CHI-MA,500s,21,23,False
CHI-MA,1Ms,15,23,False
CHI-MA,5Ms,2,23,False
CHI-MA,25Ms,1,23,False
GRE-AS,pkt,365,23,False
GRE-AS,pkt,895,23,True
GRE-AS,1oz,53,23,False
GRE-AS,1/4lb,18,23,False
GRE-AS,1lb,4,23,False
GRE-AS,5lb,1,23,False
GRE-BC,pkt,45,23,False
GRE-BC,pkt,40,23,True
GRE-BC,1/4oz,12,23,False
GRE-BC,1oz,7,23,False
GRE-BS,pkt,161,23,False
GRE-BS,pkt,95,23,True
GRE-BS,1/8oz,4,23,False
GRE-BS,1/2oz,0,23,False
GRE-ES,pkt,154,23,False
GRE-ES,pkt,35,23,True
GRE-ES,1/8oz,35,23,False
GRE-GF,pkt,40,23,False
GRE-GF,pkt,0,23,True
GRE-GF,1/4oz,5,23,False
GRE-GF,1oz,5,23,False
GRE-GF,1/4lb,1,23,False
GRE-GF,1lb,1,23,False
GRE-GW,pkt,44,23,False
GRE-GW,pkt,0,23,True
GRE-GW,1/4oz,8,23,False
GRE-GW,1oz,0,23,False
GRE-MZ,pkt,116,23,False
GRE-MZ,pkt,0,23,True
GRE-MZ,1oz,4,23,False
GRE-MZ,1/4lb,0,23,False
GRE-PC,pkt,157,23,False
GRE-PC,pkt,230,23,True
GRE-PC,1/4oz,32,23,False
GRE-PC,1oz,4,23,False
GRE-RS,pkt,34,23,False
GRE-RS,pkt,80,23,True
GRE-RS,1/4oz,10,23,False
GRE-RS,1oz,4,23,False
GRE-RS,1/4lb,0,23,False
GRE-RS,1lb,4,23,False
GRE-RU,pkt,167,23,False
GRE-RU,pkt,300,23,True
GRE-RU,1/4oz,29,23,False
GRE-RU,1oz,5,23,False
GRE-RU,1/4lb,0,23,False
GRE-RU,1lb,0,23,False
GRE-TA,pkt,159,23,False
GRE-TA,pkt,155,23,True
GRE-TA,1oz,25,23,False
GRE-TA,1/4lb,4,23,False
GRE-TA,1lb,0,23,False
GRE-TA,5lb,0,23,False
GRE-WA,pkt,270,23,False
GRE-WA,pkt,195,23,True
GRE-WA,1/8oz,62,23,False
GRE-WC,pkt,86,23,False
GRE-WC,pkt,85,23,True
GRE-WC,1/4oz,13,23,False
GRE-WC,1oz,6,23,False
GRE-WC,1/4lb,3,23,False
GRE-WC,1lb,1,23,False
MIX-MI,pkt,262,23,False
MIX-MI,pkt,682,23,True
MIX-MI,1/4oz,0,23,False
MIX-MI,1oz,0,23,False
MIX-SP,pkt,174,23,False
MIX-SP,pkt,293,23,True
MIX-SP,1/4oz,0,23,False
SMA-AC,pkt,197,23,False
SMA-AC,pkt,0,23,True
SMA-AC,500s,32,23,False
SMA-AC,1Ms,22,23,False
SMA-AC,5Ms,1,23,False
SMA-SG,pkt,131,23,False
SMA-SG,pkt,0,23,True
SMA-SG,500s,26,23,False
SMA-SG,1Ms,12,23,False
SMA-SG,5Ms,1,23,False
SMA-VG,pkt,204,23,False
SMA-VG,pkt,0,23,True
SMA-VG,500s,27,23,False
SMA-VG,1Ms,6,23,False
SMA-VG,5Ms,0,23,False
SMA-BE,pkt,212,23,False
SMA-BE,pkt,0,23,True
SMA-BE,500s,20,23,False
SMA-BE,1Ms,15,23,False
SMA-BE,5Ms,0,23,False
SMA-BE,25Ms,0,23,False
SMA-DT,pkt,139,23,False
SMA-DT,pkt,0,23,True
SMA-DT,500s,25,23,False
SMA-DT,1Ms,13,23,False
SMA-DT,5Ms,0,23,False
SMA-DT,25Ms,0,23,False
SMA-ET,pkt,99,23,False
SMA-ET,pkt,0,23,True
SMA-ET,500s,5,23,False
SMA-ET,1Ms,2,23,False
SMA-ET,5Ms,0,23,False
SMA-ET,25Ms,0,23,False
SMA-FX,pkt,89,23,False
SMA-FX,pkt,0,23,True
SMA-FX,500s,12,23,False
SMA-FX,1Ms,4,23,False
SMA-FX,5Ms,1,23,False
SMA-FX,25Ms,0,23,False
SMA-LT,pkt,145,23,False
SMA-LT,pkt,0,23,True
SMA-LT,500s,23,23,False
SMA-LT,1Ms,14,23,False
SMA-LT,5Ms,1,23,False
SMA-LT,25Ms,0,23,False
SMA-MB,pkt,269,23,False
SMA-MB,pkt,0,23,True
SMA-MB,500s,34,23,False
SMA-MB,1Ms,25,23,False
SMA-MB,5Ms,0,23,False
SMA-MB,25Ms,0,23,False
SMA-MD,pkt,338,23,False
SMA-MD,pkt,0,23,True
SMA-MD,500s,40,23,False
SMA-MD,1Ms,26,23,False
SMA-MD,5Ms,5,23,False
SMA-MD,25Ms,0,23,False
SMA-MT,pkt,235,23,False
SMA-MT,pkt,0,23,True
SMA-MT,500s,30,23,False
SMA-MT,1Ms,11,23,False
SMA-MT,5Ms,2,23,False
SMA-MT,25Ms,0,23,False
SMA-PA,pkt,147,23,False
SMA-PA,pkt,0,23,True
SMA-PA,500s,22,23,False
SMA-PA,1Ms,15,23,False
SMA-PA,5Ms,1,23,False
SMA-PA,25Ms,0,23,False
SMA-PN,pkt,69,23,False
SMA-PN,pkt,0,23,True
SMA-PN,500s,15,23,False
SMA-PN,1Ms,4,23,False
SMA-PN,5Ms,0,23,False
SMA-PN,25Ms,0,23,False
SMA-PQ,pkt,97,23,False
SMA-PQ,pkt,0,23,True
SMA-PQ,500s,11,23,False
SMA-PQ,1Ms,9,23,False
SMA-PQ,5Ms,0,23,False
SMA-PQ,25Ms,0,23,False
SMA-RM,pkt,72,23,False
SMA-RM,pkt,0,23,True
SMA-RM,500s,12,23,False
SMA-RM,1Ms,14,23,False
SMA-RM,5Ms,0,23,False
SMA-RM,25Ms,0,23,False
SMA-RR,pkt,128,23,False
SMA-RR,pkt,0,23,True
SMA-RR,500s,18,23,False
SMA-RR,1Ms,7,23,False
SMA-RR,5Ms,0,23,False
SMA-RR,25Ms,0,23,False
SMA-RS,pkt,458,23,False
SMA-RS,pkt,0,23,True
SMA-RS,500s,51,23,False
SMA-RS,1Ms,33,23,False
SMA-RS,5Ms,4,23,False
SMA-RS,25Ms,0,23,False
SMA-SH,pkt,82,23,False
SMA-SH,pkt,0,23,True
SMA-SH,500s,14,23,False
SMA-SH,1Ms,8,23,False
SMA-SH,5Ms,2,23,False
SMA-SH,25Ms,0,23,False
SMA-VE,pkt,113,23,False
SMA-VE,pkt,0,23,True
SMA-VE,500s,17,23,False
SMA-VE,1Ms,8,23,False
SMA-VE,5Ms,0,23,False
SMA-VE,25Ms,0,23,False
SPI-BE,pkt,243,23,False
SPI-BE,pkt,145,23,True
SPI-BE,1oz,60,23,False
SPI-BE,1/4lb,0,23,False
SPI-BE,1lb,0,23,False
SPI-WB,pkt,318,23,False
SPI-WB,pkt,312,23,True
SPI-WB,1oz,64,23,False
SPI-WB,1/4lb,8,23,False
SPI-WB,1lb,0,23,False
SPI-WG,pkt,344,23,False
SPI-WG,pkt,572,23,True
SPI-WG,1oz,49,23,False
SPI-WG,1/4lb,3,23,False
SPI-WG,1lb,4,23,False
HER-AH,pkt,237,23,False
HER-AH,pkt,145,23,True
HER-AH,500s,36,23,False
HER-BC,pkt,316,23,False
HER-BC,pkt,0,23,True
HER-BF,pkt,284,23,False
HER-BF,pkt,50,23,True
HER-BF,1/4oz,16,23,False
HER-BF,1oz,2,23,False
HER-EC,pkt,351,23,False
HER-EC,pkt,275,23,True
HER-GC,pkt,426,23,False
HER-GC,pkt,677,23,True
HER-GC,1g,51,23,False
HER-GK,pkt,436,23,False
HER-GK,pkt,356,23,True
HER-GK,1/2oz,2,23,False
HER-HY,pkt,129,23,False
HER-HY,pkt,130,23,True
HER-HY,1Ms,0,23,False
HER-IL,pkt,692,23,False
HER-IL,pkt,933,23,True
HER-IL,1/8oz,36,23,False
HER-MA,pkt,243,23,False
HER-MA,pkt,0,23,True
HER-ME,pkt,415,23,False
HER-ME,pkt,0,23,True
HER-ME,1Ms,29,23,False
HER-MP,pkt,501,23,False
HER-MP,pkt,355,23,True
HER-MP,1/2oz,0,23,False
HER-MT,pkt,347,23,False
HER-MT,pkt,125,23,True
HER-MT,500s,4,23,False
HER-PJ,pkt,647,23,False
HER-PJ,pkt,1023,23,True
HER-PJ,1oz,102,23,False
HER-PJ,1/4lb,24,23,False
HER-PJ,1lb,0,23,False
HER-SC,pkt,614,23,False
HER-SC,pkt,135,23,True
HER-TU,pkt,265,23,False
HER-TU,pkt,518,23,True
HER-TU,500s,23,23,False
HER-TU,1Ms,6,23,False
MON-LB,pkt,537,23,False
MON-LB,pkt,1,23,True
MON-LB,500s,0,23,False
LET-AB,pkt,0,23,False
LET-AB,pkt,0,23,True
LET-AB,1/4oz,0,23,False
LET-AB,1oz,0,23,False
LET-AB,1/4lb,0,23,False
LET-AD,pkt,156,23,False
LET-AD,pkt,0,23,True
LET-AD,1/4oz,18,23,False
LET-AD,1oz,5,23,False
LET-AD,1/4lb,0,23,False
LET-AD,1lb,0,23,False
LET-AY,pkt,71,23,False
LET-AY,pkt,0,23,True
LET-AY,1/4oz,2,23,False
LET-AY,1oz,1,23,False
LET-AY,1/4lb,0,23,False
LET-BG,pkt,190,23,False
LET-BG,pkt,135,23,True
LET-BG,1/4oz,22,23,False
LET-BG,1oz,6,23,False
LET-BI,pkt,62,23,False
LET-BI,pkt,0,23,True
LET-BI,1/4oz,5,23,False
LET-BI,1oz,0,23,False
LET-BI,1/4lb,0,23,False
LET-BI,1lb,0,23,False
LET-CI,pkt,107,23,False
LET-CI,pkt,120,23,True
LET-CI,1/4oz,8,23,False
LET-CI,1oz,2,23,False
LET-CI,1/4lb,0,23,False
LET-CI,1lb,0,23,False
LET-CR,pkt,36,23,False
LET-CR,pkt,0,23,True
LET-CR,1/4oz,2,23,False
LET-CR,1oz,0,23,False
LET-DV,pkt,209,23,False
LET-DV,pkt,296,23,True
LET-DV,1/4oz,21,23,False
LET-DV,1oz,3,23,False
LET-EM,pkt,46,23,False
LET-EM,pkt,70,23,True
LET-EM,1/4oz,1,23,False
LET-EM,1oz,1,23,False
LET-EM,1/4lb,0,23,False
LET-EM,1lb,0,23,False
LET-ER,pkt,320,23,False
LET-ER,pkt,60,23,True
LET-ER,1/4oz,8,23,False
LET-ER,1oz,2,23,False
LET-FB,pkt,104,23,False
LET-FB,pkt,205,23,True
LET-FB,1/4oz,12,23,False
LET-FB,1oz,6,23,False
LET-FB,1/4lb,0,23,False
LET-FT,pkt,156,23,False
LET-FT,pkt,341,23,True
LET-FT,1/4oz,18,23,False
LET-FT,1oz,3,23,False
LET-GA,pkt,0,23,False
LET-GA,pkt,0,23,True
LET-GA,1/4oz,0,23,False
LET-GA,1oz,0,23,False
LET-GA,1/4lb,0,23,False
LET-GR,pkt,93,23,False
LET-GR,pkt,10,23,True
LET-GR,1/4oz,13,23,False
LET-GR,1oz,1,23,False
LET-GR,1/4lb,0,23,False
LET-HR,pkt,69,23,False
LET-HR,pkt,317,23,True
LET-HR,1/4oz,1,23,False
LET-HR,1oz,3,23,False
LET-HR,1/4lb,0,23,False
LET-HR,1lb,0,23,False
LET-IT,pkt,43,23,False
LET-IT,pkt,75,23,True
LET-IT,1/4oz,5,23,False
LET-IT,1oz,1,23,False
LET-IT,1/4lb,0,23,False
LET-JE,pkt,232,23,False
LET-JE,pkt,387,23,True
LET-JE,1/4oz,20,23,False
LET-JE,1oz,3,23,False
LET-LB,pkt,61,23,False
LET-LB,pkt,0,23,True
LET-LB,1/4oz,11,23,False
LET-LB,1oz,0,23,False
LET-LG,pkt,218,23,False
LET-LG,pkt,336,23,True
LET-LG,1/4oz,21,23,False
LET-LG,1oz,1,23,False
LET-LG,1/4lb,0,23,False
LET-MA,pkt,0,23,False
LET-MA,pkt,0,23,True
LET-MA,1/4oz,0,23,False
LET-MA,1oz,0,23,False
LET-MA,1/4lb,0,23,False
LET-ME,pkt,173,23,False
LET-ME,pkt,267,23,True
LET-ME,1/4oz,8,23,False
LET-ME,1oz,4,23,False
LET-ME,1/4lb,0,23,False
LET-MQ,pkt,128,23,False
LET-MQ,pkt,0,23,True
LET-MQ,1/4oz,16,23,False
LET-MQ,1oz,0,23,False
LET-MQ,1/4lb,0,23,False
LET-MQ,1lb,0,23,False
LET-MX,pkt,244,23,False
LET-MX,pkt,674,23,True
LET-OD,pkt,48,23,False
LET-OD,pkt,0,23,True
LET-OD,1/4oz,6,23,False
LET-OD,1oz,1,23,False
LET-OD,1/4lb,0,23,False
LET-OS,pkt,0,23,False
LET-OS,pkt,0,23,True
LET-OS,1/4oz,0,23,False
LET-OS,1oz,0,23,False
LET-OS,1/4lb,0,23,False
LET-PI,pkt,0,23,False
LET-PI,pkt,0,23,True
LET-PI,1/4oz,0,23,False
LET-PI,1oz,0,23,False
LET-QH,pkt,139,23,False
LET-QH,pkt,0,23,True
LET-QH,1/4oz,13,23,False
LET-QH,1oz,0,23,False
LET-RG,pkt,71,23,False
LET-RG,pkt,0,23,True
LET-RG,1/4oz,3,23,False
LET-RG,1oz,2,23,False
LET-RG,1/4lb,0,23,False
LET-RG,1lb,0,23,False
LET-RR,pkt,67,23,False
LET-RR,pkt,0,23,True
LET-RR,1/4oz,4,23,False
LET-RR,1oz,0,23,False
LET-RR,1/4lb,0,23,False
LET-RR,1lb,0,23,False
LET-RV,pkt,39,23,False
LET-RV,pkt,0,23,True
LET-RV,1/4oz,3,23,False
LET-RV,1oz,1,23,False
LET-RV,1/4lb,0,23,False
LET-SB,pkt,138,23,False
LET-SB,pkt,206,23,True
LET-SB,1/4oz,11,23,False
LET-SB,1oz,0,23,False
LET-SB,1/4lb,0,23,False
LET-SU,pkt,198,23,False
LET-SU,pkt,0,23,True
LET-SU,1/4oz,9,23,False
LET-SU,1oz,0,23,False
LET-TB,pkt,91,23,False
LET-TB,pkt,250,23,True
LET-TB,1/4oz,3,23,False
LET-TB,1oz,3,23,False
LET-TB,1/4lb,0,23,False
LET-TB,1lb,0,23,False
LET-WD,pkt,19,23,False
LET-WD,pkt,0,23,True
LET-WD,1/4oz,1,23,False
LET-WD,1oz,0,23,False
BUR-TK,pkt,0,23,False
BUR-TK,pkt,0,23,True
BUR-TK,1oz,0,23,False
BUR-TK,1/4lb,0,23,False
BUR-TK,1lb,0,23,False
CEL-MO,pkt,146,23,False
CEL-MO,pkt,110,23,True
CEL-MO,1Ms,23,23,False
CEL-MO,5Ms,0,23,False
CEL-MO,25Ms,0,23,False
CRD-GN,pkt,92,23,False
CRD-GN,pkt,0,23,True
CRD-GN,100s,16,23,False
FEN-FI,pkt,282,23,False
FEN-FI,pkt,366,23,True
FEN-FI,1/8oz,41,23,False
FEN-FI,1oz,2,23,False
RAD-FB,pkt,375,23,False
RAD-FB,pkt,617,23,True
RAD-FB,1oz,37,23,False
RAD-SO,pkt,421,23,False
RAD-SO,pkt,431,23,True
RAD-SO,1oz,0,23,False
TGC-AM,pkt,207,23,False
TGC-AM,pkt,10,23,True
TGC-AM,200s,24,23,False
COW-FL,pkt,31,23,False
COW-FL,pkt,0,23,True
COW-FL,1/4lb,12,23,False
COW-FL,1lb,0,23,False
PEA-CA,pkt,350,23,False
PEA-CA,pkt,1043,23,True
PEA-CA,1/2lb,32,23,False
PEA-CA,1lb,29,23,False
PEA-CA,5lb,0,23,False
PEA-GS,pkt,88,23,False
PEA-GS,pkt,230,23,True
PEA-GS,1/2lb,13,23,False
PEA-GS,1lb,5,23,False
PEA-GS,5lb,0,23,False
PEA-HL,pkt,252,23,False
PEA-HL,pkt,708,23,True
PEA-HL,1/2lb,24,23,False
PEA-HL,1lb,8,23,False
PEA-MA,pkt,197,23,False
PEA-MA,pkt,587,23,True
PEA-MA,1/2lb,32,23,False
PEA-MA,1lb,20,23,False
PEA-RV,pkt,191,23,False
PEA-RV,pkt,65,23,True
PEA-RV,1/2lb,30,23,False
PEA-RV,1lb,15,23,False
PEA-SA,pkt,237,23,False
PEA-SA,pkt,467,23,True
PEA-SA,1/2lb,25,23,False
PEA-SA,1lb,12,23,False
PEA-SA,5lb,0,23,False
PEA-SR,pkt,0,23,False
PEA-SR,pkt,0,23,True
PEA-SR,1/2lb,0,23,False
PEA-SR,1lb,0,23,False
PEA-SS,pkt,382,23,False
PEA-SS,pkt,645,23,True
PEA-SS,1/2lb,41,23,False
PEA-SS,1lb,32,23,False
PEA-WX,pkt,237,23,False
PEA-WX,pkt,0,23,True
PEA-WX,1/2lb,20,23,False
PUM-HO,pkt,161,23,False
PUM-HO,pkt,0,23,True
PUM-HO,1oz,8,23,False
PUM-LP,pkt,0,23,False
PUM-LP,pkt,0,23,True
PUM-LP,1oz,0,23,False
PUM-LP,1/4lb,0,23,False
PUM-ST,pkt,0,23,False
PUM-ST,pkt,0,23,True
PUM-ST,1oz,0,23,False
PUM-WL,pkt,200,23,False
PUM-WL,pkt,161,23,True
PUM-WL,1oz,18,23,False
PUM-WL,1/4lb,0,23,False
PUM-WL,1lb,0,23,False
SQU-BB,pkt,320,23,False
SQU-BB,pkt,363,23,True
SQU-BB,1oz,16,23,False
SQU-BF,pkt,156,23,False
SQU-BF,pkt,75,23,True
SQU-BF,1oz,5,23,False
SQU-BI,pkt,103,23,False
SQU-BI,pkt,0,23,True
SQU-BI,1oz,8,23,False
SQU-FU,pkt,178,23,False
SQU-FU,pkt,121,23,True
SQU-FU,1oz,16,23,False
SQU-FU,1/4lb,5,23,False
SQU-MG,pkt,92,23,False
SQU-MG,pkt,0,23,True
SQU-OD,pkt,260,23,False
SQU-OD,pkt,225,23,True
SQU-OD,1oz,19,23,False
SQU-OD,1/4lb,1,23,False
SQU-OD,1lb,0,23,False
SQU-PO,pkt,306,23,False
SQU-PO,pkt,0,23,True
SQU-PO,1oz,9,23,False
SQU-SM,pkt,142,23,False
SQU-SM,pkt,105,23,True
SQU-SM,1oz,8,23,False
SQU-YC,pkt,235,23,False
SQU-YC,pkt,362,23,True
SQU-YC,1oz,11,23,False
SQU-YC,1/4lb,0,23,False
SQU-YC,1lb,0,23,False
SQU-ZE,pkt,244,23,False
SQU-ZE,pkt,468,23,True
SQU-ZE,1oz,59,23,False
SQU-ZM,pkt,81,23,False
SQU-ZM,pkt,70,23,True
SQU-ZM,1oz,19,23,False
ZUC-CR,pkt,582,23,False
ZUC-CR,pkt,553,23,True
ZUC-CR,1oz,44,23,False
ZUC-CR,1/4lb,4,23,False
ZUC-CR,1lb,4,23,False
ZUC-DS,pkt,468,23,False
ZUC-DS,pkt,175,23,True
ZUC-DS,1oz,29,23,False
ZUC-DS,1/4lb,10,23,False
ZUC-DS,1lb,1,23,False
TGC-DM,pkt,149,23,False
TGC-DM,pkt,105,23,True
TGC-DM,100s,13,23,False
TGC-DM,250s,2,23,False
TOM-AF,pkt,148,23,False
TOM-AF,pkt,30,23,True
TOM-AF,100s,21,23,False
TOM-AF,250s,0,23,False
TOM-AL,pkt,297,23,False
TOM-AL,pkt,291,23,True
TOM-AL,100s,75,23,False
TOM-AN,pkt,585,23,False
TOM-AN,pkt,0,23,True
TOM-AN,100s,36,23,False
TOM-AN,250s,0,23,False
TOM-BC,pkt,137,23,False
TOM-BC,pkt,145,23,True
TOM-BC,100s,20,23,False
TOM-BL,pkt,140,23,False
TOM-BL,pkt,110,23,True
TOM-BL,100s,24,23,False
TOM-BP,pkt,68,23,False
TOM-BP,pkt,80,23,True
TOM-BP,100s,8,23,False
TOM-CA,pkt,143,23,False
TOM-CA,pkt,0,23,True
TOM-CA,100s,17,23,False
TOM-CA,250s,0,23,False
TOM-CE,pkt,164,23,False
