sku_prefix,sku_suffix,quantity,year,wholesale
TOM-CE,pkt,0,23,True
TOM-CE,100s,16,23,False
TOM-CE,250s,3,23,False
TOM-FI,pkt,314,23,False
TOM-FI,pkt,0,23,True
TOM-FI,100s,38,23,False
TOM-FI,250s,19,23,False
TOM-GA,pkt,143,23,False
TOM-GA,pkt,0,23,True
TOM-GA,100s,11,23,False
TOM-GA,250s,4,23,False
TOM-GG,pkt,40,23,False
TOM-GG,pkt,0,23,True
TOM-GG,100s,7,23,False
TOM-GM,pkt,236,23,False
TOM-GM,pkt,0,23,True
TOM-GM,100s,4,23,False
TOM-GM,250s,0,23,False
TOM-GS,pkt,327,23,False
TOM-GS,pkt,0,23,True
TOM-GS,100s,0,23,False
TOM-GS,250s,0,23,False
TOM-IH,pkt,333,23,False
TOM-IH,pkt,0,23,True
TOM-IH,100s,44,23,False
TOM-IH,250s,4,23,False
TOM-JF,pkt,97,23,False
TOM-JF,pkt,90,23,True
TOM-JF,100s,25,23,False
TOM-JF,250s,4,23,False
TOM-KO,pkt,101,23,False
TOM-KO,pkt,0,23,True
TOM-KO,100s,11,23,False
TOM-KO,250s,3,23,False
TOM-LA,pkt,88,23,False
TOM-LA,pkt,35,23,True
TOM-LA,100s,40,23,False
TOM-LA,250s,1,23,False
TOM-MA,pkt,242,23,False
TOM-MA,pkt,175,23,True
TOM-MA,100s,35,23,False
TOM-MA,250s,16,23,False
TOM-MG,pkt,98,23,False
TOM-MG,pkt,0,23,True
TOM-MG,100s,14,23,False
TOM-MG,250s,0,23,False
TOM-MY,pkt,35,23,False
TOM-MY,pkt,0,23,True
TOM-MY,100s,3,23,False
TOM-NE,pkt,136,23,False
TOM-NE,pkt,30,23,True
TOM-NE,100s,20,23,False
TOM-NR,pkt,315,23,False
TOM-NR,pkt,0,23,True
TOM-NR,100s,25,23,False
TOM-PI,pkt,306,23,False
TOM-PI,pkt,238,23,True
TOM-PI,100s,36,23,False
TOM-PI,250s,7,23,False
TOM-PI,1Ms,1,23,False
TOM-RF,pkt,9,23,False
TOM-RF,pkt,0,23,True
TOM-RF,100s,0,23,False
TOM-RP,pkt,168,23,False
TOM-RP,pkt,0,23,True
TOM-RP,100s,18,23,False
TOM-SH,pkt,99,23,False
TOM-SH,pkt,0,23,True
TOM-SH,100s,13,23,False
TOM-SH,250s,1,23,False
TOM-SL,pkt,96,23,False
TOM-SL,pkt,0,23,True
TOM-SL,100s,12,23,False
TOM-SL,250s,2,23,False
TOM-SO,pkt,218,23,False
TOM-SO,pkt,223,23,True
TOM-SO,100s,35,23,False
TOM-SO,250s,2,23,False
TOM-ST,pkt,106,23,False
TOM-ST,pkt,171,23,True
TOM-ST,100s,9,23,False
TOM-ST,250s,7,23,False
TOM-SW,pkt,35,23,False
TOM-SW,pkt,0,23,True
TOM-SW,100s,2,23,False
TOM-VZ,pkt,245,23,False
TOM-VZ,pkt,0,23,True
TOM-VZ,50s,4,23,False
POP-LP,pkt,297,23,False
POP-LP,pkt,0,23,True
POP-LP,1g,24,23,False
FOC-FT,pkt,400,23,False
FOC-FT,pkt,0,23,True
MEL-MO,pkt,245,23,False
MEL-MO,pkt,0,23,True
MEL-MO,1/2oz,2,23,False
SWP-WF,pkt,525,23,False
SWP-WF,pkt,0,23,True
TGC-QM,pkt,480,23,False
TGC-QM,pkt,0,23,True
TGC-QM,100s,18,23,False
TGC-QM,250s,13,23,False
PEP-LY,pkt,433,23,False
PEP-LY,pkt,0,23,True
PEP-LY,100s,34,23,False
PEP-LY,250s,10,23,False
PEP-LY,1Ms,4,23,False
PEP-BM,pkt,359,23,False
PEP-BM,pkt,0,23,True
PEP-BM,100s,19,23,False
PEP-TU,pkt,248,23,False
PEP-TU,pkt,0,23,True
PEP-TU,100s,15,23,False
PEP-TU,250s,5,23,False
TOM-PG,pkt,388,23,False
TOM-PG,pkt,0,23,True
TOM-PG,100s,0,23,False
TOM-PG,250s,0,23,False
ZIN-QP,pkt,695,23,False
ZIN-QP,pkt,0,23,True
ZIN-QP,250s,78,23,False
BEA-SB,pkt,346,23,False
BEA-SB,pkt,0,23,True
TOM-PR,pkt,462,23,False
TOM-PR,pkt,0,23,True
TOM-PR,100s,0,23,False
TOM-PR,250s,0,23,False
SMA-LA,pkt,379,23,False
SMA-LA,pkt,0,23,True
SMA-LA,1Ms,20,23,False
SMA-LA,5Ms,2,23,False
SMA-BO,pkt,179,23,False
SMA-BO,pkt,0,23,True
SMA-BO,500s,14,23,False
SMA-BO,1Ms,8,23,False
SMA-BO,5Ms,3,23,False
SMA-SA,pkt,142,23,False
SMA-SA,pkt,0,23,True
SMA-SA,500s,6,23,False
SMA-SA,1Ms,6,23,False
SMA-SA,5Ms,1,23,False
PEP-SU,pkt,0,23,False
PEP-SU,pkt,0,23,True
EGG-RO,pkt,0,23,False
EGG-RO,pkt,0,23,True
SNA-OW,pkt,0,23,False
SNA-OW,pkt,0,23,True
SNA-OW,1Ms,0,23,False
TOM-CB,pkt,0,23,False
TOM-CB,pkt,0,23,True
SQU-SR,pkt,0,23,False
SQU-SR,pkt,0,23,True
SQU-SR,1oz,0,23,False
NIC-BQ,pkt,0,23,False
NIC-BQ,pkt,0,23,True
NIC-BQ,1Ms,0,23,False
HER-VE,pkt,0,23,False
HER-VE,pkt,0,23,True
BEA-GR,pkt,0,23,False
BEA-GR,pkt,0,23,True
BEA-GR,1/2lb,0,23,False
BEA-GR,1lb,0,23,False
TOM-CL,pkt,0,23,False
TOM-CL,pkt,0,23,True
TOM-KP,pkt,0,23,False
TOM-KP,pkt,0,23,True
TOM-SB,pkt,0,23,False
TOM-SB,pkt,0,23,True
TOM-MS,pkt,0,23,False
TOM-MS,pkt,0,23,True
TOM-TA,pkt,0,23,False
TOM-TA,pkt,0,23,True
TOM-MO,pkt,0,23,False
TOM-MO,pkt,0,23,True
SMA-YS,pkt,0,23,False
SMA-YS,pkt,0,23,True
SMA-YS,500s,0,23,False
SMA-YS,1Ms,0,23,False
SMA-YS,5Ms,0,23,False
SMA-GA,pkt,0,23,False
SMA-GA,pkt,0,23,True
SMA-GA,500s,0,23,False
SMA-GA,1Ms,0,23,False
SMA-GA,5Ms,0,23,False
SMA-JO,pkt,0,23,False
SMA-JO,pkt,0,23,True
SMA-JO,500s,0,23,False
SMA-JO,1Ms,0,23,False
SMA-JO,5Ms,0,23,False
SMA-SE,pkt,0,23,False
SMA-SE,pkt,0,23,True
SMA-SE,500s,0,23,False
SMA-SE,1Ms,0,23,False
SMA-SE,5Ms,0,23,False
SMA-MR,pkt,0,23,False
SMA-MR,pkt,0,23,True
SMA-MR,500s,0,23,False
SMA-MR,1Ms,0,23,False
SMA-MR,5Ms,0,23,False
FOC-BE,pkt,0,23,False
FOC-BE,pkt,0,23,True
LEE-BW,pkt,93,24,False
LEE-BW,pkt,0,24,True
LEE-BW,1/8oz,18,24,False
LEE-BW,1/2oz,1,24,False
LEE-BW,1oz,0,24,False
LEE-LN,pkt,84,24,False
LEE-LN,pkt,0,24,True
LEE-LN,1/8oz,21,24,False
LEE-LN,1/2oz,7,24,False
LEE-LN,1oz,5,24,False
LEE-LN,1/4lb,2,24,False
LEE-NE,pkt,143,24,False
LEE-NE,pkt,210,24,True
LEE-NE,1/8oz,20,24,False
LEE-NE,1/2oz,4,24,False
LEE-NE,1oz,2,24,False
ONI-AC,pkt,133,24,False
ONI-AC,pkt,235,24,True
ONI-AC,1/8oz,31,24,False
ONI-AC,1/2oz,12,24,False
ONI-ER,pkt,295,24,False
ONI-ER,pkt,235,24,True
ONI-ER,1/8oz,21,24,False
ONI-ER,1/2oz,11,24,False
ONI-ER,1oz,5,24,False
ONI-IS,pkt,348,24,False
ONI-IS,pkt,450,24,True
ONI-IS,1/4oz,40,24,False
ONI-NY,pkt,115,24,False
ONI-NY,pkt,0,24,True
ONI-NY,1/8oz,24,24,False
ONI-NY,1/2oz,2,24,False
ONI-NY,1oz,0,24,False
ONI-RJ,pkt,146,24,False
ONI-RJ,pkt,145,24,True
ONI-RJ,1/8oz,31,24,False
ONI-RJ,1/2oz,9,24,False
ONI-RJ,1oz,1,24,False
ONI-RL,pkt,134,24,False
ONI-RL,pkt,85,24,True
ONI-RL,1/8oz,20,24,False
ONI-RL,1/2oz,4,24,False
ONI-RL,1oz,0,24,False
ONI-RM,pkt,180,24,False
ONI-RM,pkt,190,24,True
ONI-RM,1/8oz,57,24,False
ONI-RM,1/2oz,20,24,False
ONI-RM,1oz,8,24,False
ONI-SR,pkt,129,24,False
ONI-SR,pkt,0,24,True
ONI-SR,1/8oz,24,24,False
ONI-SR,1/2oz,6,24,False
ONI-SR,1oz,0,24,False
ONI-SS,pkt,86,24,False
ONI-SS,pkt,0,24,True
ONI-SS,1/8oz,22,24,False
ONI-SS,1/2oz,5,24,False
BEA-AJ,pkt,97,24,False
BEA-AJ,pkt,0,24,True
BEA-AJ,1/2lb,0,24,False
BEA-AT,pkt,167,24,False
BEA-AT,pkt,0,24,True
BEA-AT,1/2lb,0,24,False
BEA-BG,pkt,159,24,False
BEA-BG,pkt,0,24,True
BEA-BG,1/2lb,0,24,False
BEA-BG,1lb,0,24,False
BEA-BI,pkt,0,24,False
BEA-BI,pkt,0,24,True
BEA-BI,1/2lb,0,24,False
BEA-BI,1lb,0,24,False
BEA-BP,pkt,91,24,False
BEA-BP,pkt,155,24,True
BEA-BP,1/2lb,10,24,False
BEA-BP,1lb,8,24,False
BEA-CA,pkt,70,24,False
BEA-CA,pkt,55,24,True
BEA-CA,1/2lb,10,24,False
BEA-CA,1lb,7,24,False
BEA-CI,pkt,67,24,False
BEA-CI,pkt,0,24,True
BEA-CI,1/2lb,4,24,False
BEA-DR,pkt,117,24,False
BEA-DR,pkt,200,24,True
BEA-DR,1/2lb,18,24,False
BEA-DR,1lb,13,24,False
BEA-EM,pkt,304,24,False
BEA-EM,pkt,175,24,True
BEA-EM,1/2lb,16,24,False
BEA-EM,1lb,8,24,False
BEA-EM,5lb,0,24,False
BEA-FL,pkt,88,24,False
BEA-FL,pkt,60,24,True
BEA-FL,1/2lb,12,24,False
BEA-FL,1lb,12,24,False
BEA-FO,pkt,797,24,False
BEA-FO,pkt,0,24,True
BEA-FO,1/2lb,4,24,False
BEA-GI,pkt,0,24,False
BEA-GI,pkt,0,24,True
BEA-GI,1/2lb,0,24,False
BEA-GI,1lb,0,24,False
BEA-GR,pkt,229,24,False
BEA-GR,pkt,150,24,True
BEA-GR,1/2lb,17,24,False
BEA-GR,1lb,7,24,False
BEA-HP,pkt,62,24,False
BEA-HP,pkt,0,24,True
BEA-HP,1/2lb,14,24,False
BEA-HP,1lb,6,24,False
BEA-HR,pkt,76,24,False
BEA-HR,pkt,15,24,True
BEA-HR,1/2lb,7,24,False
BEA-HR,1lb,2,24,False
BEA-HU,pkt,11,24,False
BEA-HU,pkt,0,24,True
BEA-HU,1/2lb,10,24,False
BEA-HU,1lb,6,24,False
BEA-IC,pkt,44,24,False
BEA-IC,pkt,0,24,True
BEA-IC,1/2lb,13,24,False
BEA-IC,1lb,10,24,False
BEA-JC,pkt,50,24,False
BEA-JC,pkt,0,24,True
BEA-JC,1/2lb,8,24,False
BEA-JC,1lb,0,24,False
BEA-JG,pkt,61,24,False
BEA-JG,pkt,60,24,True
BEA-JG,1/2lb,12,24,False
BEA-JG,1lb,13,24,False
BEA-KM,pkt,0,24,False
BEA-KM,pkt,0,24,True
BEA-KM,1/2lb,0,24,False
BEA-KM,1lb,0,24,False
BEA-KY,pkt,15,24,False
BEA-KY,pkt,0,24,True
BEA-KY,1/2lb,8,24,False
BEA-KY,1lb,4,24,False
BEA-LC,pkt,47,24,False
BEA-LC,pkt,120,24,True
BEA-LC,1/2lb,15,24,False
BEA-LC,1lb,8,24,False
BEA-MV,pkt,334,24,False
BEA-MV,pkt,0,24,True
BEA-MV,1/2lb,0,24,False
BEA-MX,pkt,54,24,False
BEA-MX,pkt,0,24,True
BEA-MX,1/2lb,12,24,False
BEA-MX,1lb,8,24,False
BEA-PA,pkt,58,24,False
BEA-PA,pkt,0,24,True
BEA-PA,1/2lb,10,24,False
BEA-PE,pkt,142,24,False
BEA-PE,pkt,0,24,True
BEA-PE,1/2lb,12,24,False
BEA-PE,1lb,0,24,False
BEA-PR,pkt,160,24,False
BEA-PR,pkt,450,24,True
BEA-PR,1/2lb,24,24,False
BEA-PR,1lb,13,24,False
BEA-PR,5lb,1,24,False
BEA-PU,pkt,31,24,False
BEA-PU,pkt,0,24,True
BEA-PU,1/2lb,12,24,False
BEA-RL,pkt,60,24,False
BEA-RL,pkt,0,24,True
BEA-RL,1/2lb,12,24,False
BEA-RL,1lb,14,24,False
BEA-RL,5lb,0,24,False
BEA-RO,pkt,56,24,False
BEA-RO,pkt,125,24,True
BEA-RO,1/2lb,16,24,False
BEA-RO,1lb,8,24,False
BEA-RO,5lb,0,24,False
BEA-SB,pkt,188,24,False
BEA-SB,pkt,0,24,True
BEA-SE,pkt,202,24,False
BEA-SE,pkt,0,24,True
BEA-SE,1/2lb,0,24,False
BEA-SO,pkt,49,24,False
BEA-SO,pkt,0,24,True
BEA-SO,1/2lb,9,24,False
BEA-TA,pkt,195,24,False
BEA-TA,pkt,0,24,True
BEA-TA,1/2lb,0,24,False
BEA-TE,pkt,125,24,False
BEA-TE,pkt,0,24,True
BEA-TE,1/2lb,12,24,False
BEA-TE,1lb,6,24,False
BEA-TP,pkt,260,24,False
BEA-TP,pkt,0,24,True
BEA-TP,1/2lb,16,24,False
BEA-TP,1lb,8,24,False
BEA-TV,pkt,242,24,False
BEA-TV,pkt,0,24,True
BEA-TV,1/2lb,8,24,False
BEA-VE,pkt,14,24,False
BEA-VE,pkt,0,24,True
BEA-VE,1/2lb,2,24,False
BEA-VE,1lb,3,24,False
BEA-ZO,pkt,52,24,False
BEA-ZO,pkt,0,24,True
BEA-ZO,1/2lb,10,24,False
BEA-ZO,1lb,9,24,False
FAV-AQ,pkt,0,24,False
FAV-AQ,pkt,0,24,True
FAV-AQ,1/2lb,0,24,False
FAV-AQ,1lb,0,24,False
FAV-KA,pkt,298,24,False
FAV-KA,pkt,0,24,True
FAV-KA,1/2lb,0,24,False
FAV-KA,1lb,0,24,False
FAV-MP,pkt,0,24,False
FAV-MP,pkt,0,24,True
FAV-MP,1/2lb,0,24,False
FAV-MP,1lb,0,24,False
GAR-BK,pkt,107,24,False
GAR-BK,pkt,0,24,True
GAR-BK,1/2lb,12,24,False
GAR-BK,1lb,0,24,False
LEN-BL,pkt,62,24,False
LEN-BL,pkt,0,24,True
LEN-BL,2oz,5,24,False
LUP-DT,pkt,249,24,False
LUP-DT,pkt,0,24,True
BEE-3B,pkt,258,24,False
BEE-3B,pkt,586,24,True
BEE-BO,pkt,137,24,False
BEE-BO,pkt,0,24,True
BEE-BO,1/2oz,0,24,False
BEE-BO,1oz,17,24,False
BEE-BO,1/4lb,2,24,False
BEE-BO,1lb,0,24,False
BEE-CH,pkt,96,24,False
BEE-CH,pkt,0,24,True
BEE-CH,1/2oz,0,24,False
BEE-CH,1oz,4,24,False
BEE-CH,1/4lb,0,24,False
BEE-CH,1lb,0,24,False
BEE-CR,pkt,128,24,False
BEE-CR,pkt,0,24,True
BEE-CR,1/2oz,0,24,False
BEE-CR,1oz,16,24,False
BEE-CR,1/2lb,0,24,False
BEE-CR,1/4lb,4,24,False
BEE-CR,1lb,0,24,False
BEE-CR,5lb,0,24,False
BEE-FK,pkt,28,24,False
BEE-FK,pkt,0,24,True
BEE-FK,1/2oz,0,24,False
BEE-FK,1oz,6,24,False
BEE-FK,1/4lb,1,24,False
BEE-FK,1lb,1,24,False
BEE-LU,pkt,48,24,False
BEE-LU,pkt,120,24,True
BEE-LU,1/2oz,0,24,False
BEE-LU,1oz,9,24,False
BEE-LU,1/4lb,0,24,False
BEE-LU,1lb,1,24,False
BEE-LU,5lb,0,24,False
BEE-SH,pkt,156,24,False
BEE-SH,pkt,426,24,True
BEE-SH,1/2oz,0,24,False
BEE-SH,1oz,24,24,False
BEE-SH,1/2lb,0,24,False
BEE-SH,1/4lb,4,24,False
BEE-SH,1lb,2,24,False
BEE-TG,pkt,174,24,False
BEE-TG,pkt,330,24,True
BEE-TG,1/2oz,0,24,False
BEE-TG,1oz,22,24,False
BEE-TG,1/4lb,0,24,False
CHA-RA,pkt,200,24,False
CHA-RA,pkt,521,24,True
CHA-RA,1/2oz,0,24,False
CHA-RA,1oz,41,24,False
CHA-RA,1/4lb,4,24,False
CHA-RH,pkt,85,24,False
CHA-RH,pkt,0,24,True
CHA-RH,1/2oz,0,24,False
CHA-RH,1oz,3,24,False
BRO-NO,pkt,226,24,False
BRO-NO,pkt,245,24,True
BRO-NO,1/4oz,25,24,False
BRO-NO,1oz,16,24,False
BRO-SM,pkt,0,24,False
BRO-SM,pkt,0,24,True
BRO-SM,1/4oz,0,24,False
BRO-SO,pkt,268,24,False
BRO-SO,pkt,355,24,True
BRO-SO,1/4oz,16,24,False
BRO-SO,1oz,4,24,False
BRO-SO,1/4lb,0,24,False
BRO-SO,1lb,0,24,False
BRO-UM,pkt,185,24,False
BRO-UM,pkt,155,24,True
BRO-UM,1/4oz,14,24,False
BRO-UM,1oz,2,24,False
CAB-DO,pkt,217,24,False
CAB-DO,pkt,180,24,True
CAB-DO,1Ms,0,24,False
CAB-FK,pkt,0,24,False
CAB-FK,pkt,0,24,True
CAB-FK,1/4oz,0,24,False
CAB-FK,1oz,0,24,False
CAB-FK,1/4lb,0,24,False
CAB-FK,1lb,0,24,False
CAB-JK,pkt,167,24,False
CAB-JK,pkt,0,24,True
CAB-JK,1/4oz,24,24,False
CAB-JK,1oz,0,24,False
CAB-M2,pkt,169,24,False
CAB-M2,pkt,285,24,True
CAB-M2,1/4oz,29,24,False
CAB-MA,pkt,0,24,False
CAB-MA,pkt,0,24,True
CAB-MA,1Ms,0,24,False
CAB-NS,pkt,0,24,False
CAB-NS,pkt,0,24,True
CAB-NS,1Ms,0,24,False
CAB-NS,5Ms,0,24,False
CAU-AY,pkt,0,24,False
CAU-AY,pkt,0,24,True
CAU-AY,500s,0,24,False
CAU-PR,pkt,130,24,False
CAU-PR,pkt,235,24,True
CAU-PR,1/8oz,24,24,False
CAU-PR,1/4oz,10,24,False
CAU-PR,1oz,6,24,False
COL-CG,pkt,265,24,False
COL-CG,pkt,220,24,True
COL-CG,1/4oz,44,24,False
COL-CG,1oz,18,24,False
KAL-3K,pkt,128,24,False
KAL-3K,pkt,446,24,True
KAL-DB,pkt,184,24,False
KAL-DB,pkt,361,24,True
KAL-DB,1/4oz,33,24,False
KAL-DW,pkt,102,24,False
KAL-DW,pkt,215,24,True
KAL-DW,1/4oz,15,24,False
KAL-DW,1oz,3,24,False
KAL-DW,1/4lb,0,24,False
KAL-DW,1lb,0,24,False
KAL-RF,pkt,59,24,False
KAL-RF,pkt,160,24,True
KAL-RF,1/4oz,3,24,False
KAL-RF,1oz,4,24,False
KAL-RF,1/4lb,1,24,False
KAL-RF,1lb,0,24,False
KAL-RR,pkt,108,24,False
KAL-RR,pkt,15,24,True
KAL-RR,1/4oz,8,24,False
KAL-RR,1oz,5,24,False
KAL-RR,1/4lb,0,24,False
MIX-BR,pkt,98,24,False
MIX-BR,pkt,330,24,True
SMA-BB,pkt,93,24,False
SMA-BB,pkt,0,24,True
SMA-BB,500s,9,24,False
SMA-BB,1Ms,4,24,False
SMA-BB,5Ms,0,24,False
SMA-BB,25Ms,0,24,False
SMA-BT,pkt,79,24,False
SMA-BT,pkt,0,24,True
SMA-BT,500s,12,24,False
SMA-BT,1Ms,3,24,False
SMA-BT,5Ms,0,24,False
SMA-BT,25Ms,0,24,False
SMA-FC,pkt,254,24,False
SMA-FC,pkt,0,24,True
SMA-FC,500s,39,24,False
SMA-FC,1Ms,14,24,False
SMA-FC,5Ms,2,24,False
SMA-LA,pkt,323,24,False
SMA-LA,pkt,0,24,True
SMA-LA,1Ms,43,24,False
SMA-LA,5Ms,1,24,False
SMA-MR,pkt,109,24,False
SMA-MR,pkt,0,24,True
SMA-MR,500s,6,24,False
SMA-MR,1Ms,2,24,False
SMA-MR,5Ms,0,24,False
SMA-VM,pkt,233,24,False
SMA-VM,pkt,0,24,True
SMA-VM,500s,23,24,False
SMA-VM,1Ms,20,24,False
SMA-VM,5Ms,1,24,False
SMA-VM,25Ms,0,24,False
CAR-CO,pkt,0,24,False
CAR-CO,pkt,0,24,True
CAR-DR,pkt,230,24,False
CAR-DR,pkt,0,24,True
CAR-DR,1/2oz,14,24,False
CAR-DR,1oz,5,24,False
CAR-RA,pkt,503,24,False
CAR-RA,pkt,911,24,True
CAR-SN,pkt,473,24,False
CAR-SN,pkt,881,24,True
CAR-SN,1/2oz,20,24,False
CAR-SN,1oz,6,24,False
CAR-TO,pkt,132,24,False
CAR-TO,pkt,180,24,True
CAR-TO,1/2oz,3,24,False
CAR-TO,1oz,2,24,False
CAR-YE,pkt,42,24,False
CAR-YE,pkt,160,24,True
CAR-YE,1/2oz,23,24,False
CUC-CE,pkt,305,24,False
CUC-CE,pkt,380,24,True
CUC-CE,1/2oz,33,24,False
CUC-CE,1oz,9,24,False
CUC-LE,pkt,124,24,False
CUC-LE,pkt,180,24,True
CUC-LE,1/2oz,13,24,False
CUC-LE,1oz,4,24,False
CUC-SA,pkt,167,24,False
CUC-SA,pkt,175,24,True
CUC-SA,100s,32,24,False
CUC-SA,500s,2,24,False
CUC-SA,1Ms,0,24,False
CUC-SH,pkt,433,24,False
CUC-SH,pkt,486,24,True
CUC-SH,1/2oz,35,24,False
CUC-SH,1oz,8,24,False
CUC-SM,pkt,236,24,False
CUC-SM,pkt,0,24,True
CUC-SM,1/2oz,18,24,False
CUC-SM,1oz,3,24,False
CUC-SS,pkt,105,24,False
CUC-SS,pkt,75,24,True
CUC-SS,1/2oz,10,24,False
CUC-SS,1oz,8,24,False
CUC-VO,pkt,364,24,False
CUC-VO,pkt,396,24,True
CUC-VO,1/2oz,37,24,False
CUC-VO,1oz,10,24,False
MEL-CL,pkt,90,24,False
MEL-CL,pkt,0,24,True
MEL-CL,1/2oz,12,24,False
MEL-CL,1oz,0,24,False
MEL-ER,pkt,139,24,False
MEL-ER,pkt,90,24,True
MEL-ER,1/2oz,9,24,False
MEL-ER,1oz,2,24,False
MEL-GI,pkt,63,24,False
MEL-GI,pkt,30,24,True
MEL-GI,1/2oz,13,24,False
MEL-GI,1oz,0,24,False
MEL-MO,pkt,99,24,False
MEL-MO,pkt,0,24,True
MEL-MO,1/2oz,0,24,False
MEL-PF,pkt,166,24,False
MEL-PF,pkt,105,24,True
MEL-PF,1/2oz,8,24,False
MEL-PF,1oz,0,24,False
MEL-SS,pkt,0,24,False
MEL-SS,pkt,0,24,True
MEL-SS,100s,0,24,False
WAT-BM,pkt,225,24,False
WAT-BM,pkt,301,24,True
WAT-BM,100s,39,24,False
WAT-CO,pkt,137,24,False
WAT-CO,pkt,60,24,True
WAT-CO,50s,20,24,False
WAT-CO,100s,0,24,False
WAT-JK,pkt,105,24,False
WAT-JK,pkt,80,24,True
WAT-JK,100s,16,24,False
EGG-DI,pkt,191,24,False
EGG-DI,pkt,0,24,True
EGG-DI,100s,26,24,False
EGG-DI,250s,10,24,False
EGG-DI,1Ms,1,24,False
EGG-RO,pkt,0,24,False
EGG-RO,pkt,0,24,True
EGG-VI,pkt,184,24,False
EGG-VI,pkt,135,24,True
EGG-VI,100s,26,24,False
EGG-VI,250s,11,24,False
EGG-VI,1Ms,1,24,False
PEP-AS,pkt,56,24,False
PEP-AS,pkt,0,24,True
PEP-AS,100s,7,24,False
PEP-AS,250s,0,24,False
PEP-BA,pkt,311,24,False
PEP-BA,pkt,0,24,True
PEP-BA,100s,21,24,False
PEP-BA,250s,0,24,False
PEP-BA,1Ms,1,24,False
PEP-BM,pkt,178,24,False
PEP-BM,pkt,0,24,True
PEP-BM,100s,0,24,False
PEP-BP,pkt,0,24,False
PEP-BP,pkt,0,24,True
PEP-BP,100s,0,24,False
PEP-BP,250s,0,24,False
PEP-BR,pkt,69,24,False
PEP-BR,pkt,40,24,True
PEP-BR,100s,15,24,False
PEP-BR,500s,6,24,False
PEP-BY,pkt,54,24,False
PEP-BY,pkt,0,24,True
PEP-BY,100s,9,24,False
PEP-BY,500s,8,24,False
PEP-CC,pkt,220,24,False
PEP-CC,pkt,0,24,True
PEP-CC,100s,0,24,False
PEP-CC,250s,0,24,False
PEP-CC,1Ms,0,24,False
PEP-CS,pkt,114,24,False
PEP-CS,pkt,0,24,True
PEP-CS,100s,15,24,False
PEP-CS,500s,5,24,False
PEP-CZ,pkt,169,24,False
PEP-CZ,pkt,0,24,True
PEP-CZ,100s,10,24,False
PEP-CZ,250s,0,24,False
PEP-DH,pkt,55,24,False
PEP-DH,pkt,0,24,True
PEP-DH,100s,9,24,False
PEP-DH,250s,0,24,False
PEP-EE,pkt,225,24,False
PEP-EE,pkt,105,24,True
PEP-EE,100s,28,24,False
PEP-EE,250s,12,24,False
PEP-EE,1Ms,2,24,False
PEP-HP,pkt,31,24,False
PEP-HP,pkt,0,24,True
PEP-HP,100s,8,24,False
PEP-HP,250s,3,24,False
PEP-JN,pkt,252,24,False
PEP-JN,pkt,185,24,True
PEP-JN,100s,32,24,False
PEP-JN,250s,20,24,False
PEP-JN,1Ms,2,24,False
PEP-LY,pkt,260,24,False
PEP-LY,pkt,0,24,True
PEP-LY,100s,0,24,False
PEP-LY,250s,0,24,False
PEP-LY,1Ms,0,24,False
PEP-RM,pkt,0,24,False
PEP-RM,pkt,0,24,True
PEP-MP,pkt,117,24,False
PEP-MP,pkt,0,24,True
PEP-MP,100s,17,24,False
PEP-MP,250s,2,24,False
PEP-MP,1Ms,0,24,False
PEP-OK,pkt,99,24,False
PEP-OK,pkt,0,24,True
PEP-OK,100s,5,24,False
PEP-OK,250s,0,24,False
PEP-PA,pkt,86,24,False
PEP-PA,pkt,160,24,True
PEP-PA,100s,17,24,False
PEP-PA,250s,3,24,False
PEP-PA,1Ms,0,24,False
PEP-PM,pkt,209,24,False
PEP-PM,pkt,0,24,True
PEP-PM,100s,24,24,False
PEP-PM,250s,4,24,False
PEP-PM,1Ms,0,24,False
PEP-SG,pkt,76,24,False
PEP-SG,pkt,0,24,True
PEP-SG,100s,15,24,False
PEP-SG,250s,6,24,False
PEP-SG,1Ms,2,24,False
PEP-SP,pkt,0,24,False
PEP-SP,pkt,0,24,True
PEP-SP,100s,0,24,False
PEP-SP,250s,0,24,False
PEP-SP,1Ms,0,24,False
PEP-SR,pkt,93,24,False
PEP-SR,pkt,0,24,True
PEP-SR,100s,0,24,False
PEP-SR,250s,0,24,False
PEP-SR,1Ms,0,24,False
PEP-SU,pkt,81,24,False
PEP-SU,pkt,0,24,True
PEP-TM,pkt,61,24,False
PEP-TM,pkt,0,24,True
PEP-TM,100s,7,24,False
PEP-TM,250s,1,24,False
PEP-TM,1Ms,0,24,False
PEP-TU,pkt,147,24,False
PEP-TU,pkt,0,24,True
PEP-TU,100s,15,24,False
PEP-TU,250s,0,24,False
PEP-YN,pkt,318,24,False
PEP-YN,pkt,0,24,True
PEP-YN,100s,0,24,False
PEP-YN,250s,0,24,False
PEP-YN,1Ms,0,24,False
ACH-DD,pkt,319,24,False
ACH-DD,pkt,40,24,True
ACH-DD,1Ms,65,24,False
ACH-LP,pkt,302,24,False
ACH-LP,pkt,50,24,True
ACH-LP,1Ms,59,24,False
AMA-CF,pkt,46,24,False
AMA-CF,pkt,120,24,True
AMA-CF,1/4oz,3,24,False
AMA-CF,1oz,0,24,False
AMA-CF,1/4lb,0,24,False
AMA-CF,1lb,0,24,False
AMA-EH,pkt,104,24,False
AMA-EH,pkt,115,24,True
AMA-EH,1/4oz,6,24,False
AMA-EH,1oz,1,24,False
